sndr_id,sndr_acct_type,sndr_acct_cre_dt,sndr_tof,actv_bank_accts_on_file_cnt,actv_conf_bank_accts_cnt,has_bc_y_n,actv_cc_on_file_cnt,actv_conf_cc_on_file_cnt,cust_age_grp_code,cust_occup_code,cust_house_owned_status_code,cust_marital_status_code,cust_gendr_code,cust_est_income_range_code,cust_est_income_range_desc,cust_marital_status_desc,cust_house_owned_status_desc,cust_engagmnt_seg_key,cust_engagmnt_sub_lvl_3,cust_txn_activity_sub_seg,starts,dones
1211545574468958716 ,Guest-Upgradeable,7/2/2012,3Y+,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
1507758009179333136 ,Consumer,7/13/2014,1Y-3Y,0,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,11,10
2050420905930922882 ,Consumer,3/12/2014,1Y-3Y,0,0,N,2,0,26,*,R,B,U,3,"$20,000 - $29,999",INFERRED SINGLE,RENTER,7,Habituated,Habituated,12,11
1397537130737469533 ,Consumer,8/11/2010,3Y+,0,0,N,3,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,10,9
1525915741677522018 ,Consumer,6/4/2006,3Y+,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,1,1
2274081007018606681 ,Guest-Upgradeable,5/13/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
2166720431165771532 ,Guest-Upgradeable,1/13/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2036871205380390028 ,Guest-Upgradeable,10/22/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,3,3
1670904272825686523 ,Consumer,7/10/2008,3Y+,1,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,11,7
1954655643739769798 ,Guest-Upgradeable,1/14/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1583982040814785872 ,Consumer,10/6/2008,3Y+,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,4,4
1778799596641562695 ,Consumer,12/16/2003,3Y+,1,1,N,2,2,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,11,Super Engaged 2,Super Engaged 2,115,112
1993923045949063102 ,Consumer,9/19/2011,3Y+,0,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,5,3
1702742690071069149 ,Guest-Upgradeable,4/22/2015,3-12M,0,0,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,6,6
2294939261137928736 ,Guest-Upgradeable,1/21/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
1949858662053410628 ,Consumer,12/28/2007,3Y+,1,1,N,4,0,48,*,O,M,F,9,"Greater than $124,999",MARRIED,HOMEOWNER,10,Super Engaged 1,Super Engaged 1,47,45
1912149798880557140 ,Consumer,11/24/2014,3-12M,1,1,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,6,Casual,Casual,1,1
2274647093919782230 ,Business,12/10/2012,1Y-3Y,1,1,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,-98,NOT A CONSUMER,NOT A CONSUMER,2,2
1830928530896020985 ,Consumer,9/1/2013,1Y-3Y,1,1,N,1,0,-99,*,O,M,U,7,"$75,000 - $99,999",MARRIED,HOMEOWNER,9,Lite Engaged 2,Lite Engaged 2,19,16
2143285337048413330 ,Consumer,3/3/2014,1Y-3Y,1,1,N,1,0,-99,*,R,M,M,8,"$100,000 - $124,999",MARRIED,RENTER,9,Lite Engaged 2,Lite Engaged 2,11,10
2264045122542177499 ,Consumer,12/22/2011,3Y+,0,0,N,2,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,2,1
2289749094447292871 ,Consumer,6/15/2008,3Y+,1,1,N,1,0,36,*,O,S,M,9,"Greater than $124,999",SINGLE,HOMEOWNER,11,Super Engaged 2,Super Engaged 2,94,91
1686774921132411965 ,Consumer,4/8/2010,3Y+,0,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,10,Super Engaged 1,Super Engaged 1,1,1
2189643935640345838 ,Guest-Upgradeable,9/18/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
1426699400774570906 ,Guest-Upgradeable,11/19/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,7,7
2098829755772389988 ,Consumer,8/26/2010,3Y+,0,0,N,2,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,4,4
1400547756398332539 ,Guest-Upgradeable,11/8/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
1922927663325001455 ,Consumer,9/3/2002,3Y+,1,1,N,1,0,66,*,O,M,M,9,"Greater than $124,999",MARRIED,HOMEOWNER,10,Super Engaged 1,Super Engaged 1,57,52
1636277490526946657 ,Consumer,2/7/2009,3Y+,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,3,Newly Churned,Newly Churned,2,2
1518892660944632085 ,Consumer,2/5/2011,3Y+,0,0,N,1,0,64,*,O,S,F,6,"$50,000 - $74,999",SINGLE,HOMEOWNER,8,Lite Engaged 1,Lite Engaged 1,2,2
1897817590607607592 ,Guest-Upgradeable,2/28/2007,3Y+,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1967070763476090569 ,Consumer,8/31/2005,3Y+,0,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,15,14
1467426420821365264 ,Guest-Upgradeable,9/29/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1994604775374534633 ,Consumer,12/9/2008,3Y+,1,1,N,1,0,44,*,R,S,F,6,"$50,000 - $74,999",SINGLE,RENTER,7,Habituated,Habituated,11,9
1403980341593395302 ,Guest-Upgradeable,9/22/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1997158747182803736 ,Consumer,5/6/2005,3Y+,0,0,N,1,0,32,*,O,M,M,6,"$50,000 - $74,999",MARRIED,HOMEOWNER,7,Habituated,Habituated,5,5
1419153976147587428 ,Business,10/29/2013,1Y-3Y,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,-98,NOT A CONSUMER,NOT A CONSUMER,179,174
1477205670942627746 ,Guest-Upgradeable,2/15/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,0
1831912441147824012 ,Business,3/30/2011,3Y+,0,0,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,-98,NOT A CONSUMER,NOT A CONSUMER,2,1
1441816210700289272 ,Consumer,2/11/2008,3Y+,2,2,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,9,Lite Engaged 2,Lite Engaged 2,1,1
1806002684977904848 ,Guest-Upgradeable,12/11/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1669069727708938883 ,Consumer,4/6/2013,1Y-3Y,1,1,N,3,0,38,*,O,M,F,6,"$50,000 - $74,999",MARRIED,HOMEOWNER,9,Lite Engaged 2,Lite Engaged 2,32,29
1361220172866802859 ,Guest-Upgradeable,2/21/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,3,3
1220384663835061565 ,Consumer,4/27/2007,3Y+,0,0,N,2,0,64,*,R,M,M,7,"$75,000 - $99,999",MARRIED,RENTER,5,Single Transactor,Single Transactor,1,1
2065405207374276204 ,Guest-Upgradeable,1/3/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2049333053750755014 ,Guest-Upgradeable,10/21/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1424175309019858964 ,Consumer,4/19/2012,3Y+,1,1,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,9,5
1500706783667759981 ,Guest-Upgradeable,11/8/2014,3-12M,0,0,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,8,8
2107168732255269918 ,Consumer,3/14/2013,1Y-3Y,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,9,Lite Engaged 2,Lite Engaged 2,11,8
1209967186318505510 ,Consumer,11/29/2013,1Y-3Y,0,0,N,1,0,-99,*,O,M,U,9,"Greater than $124,999",MARRIED,HOMEOWNER,6,Casual,Casual,1,1
1442075770147084494 ,Guest-Upgradeable,3/25/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1800820169315006979 ,Consumer,6/22/2010,3Y+,1,1,N,2,0,56,*,O,M,M,9,"Greater than $124,999",MARRIED,HOMEOWNER,6,Casual,Casual,2,2
2019255301468323155 ,Consumer,10/6/2006,3Y+,1,1,N,2,0,28,*,O,M,F,6,"$50,000 - $74,999",MARRIED,HOMEOWNER,10,Super Engaged 1,Super Engaged 1,42,38
1401687497775457313 ,Guest-Upgradeable,5/15/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1468876799645241807 ,Consumer,11/16/2012,1Y-3Y,1,0,N,2,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,6,Casual,Casual,1,0
1294972183266619914 ,Consumer,1/3/2013,1Y-3Y,0,0,N,2,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,5,Single Transactor,Single Transactor,1,0
1924223056240444222 ,Consumer,12/5/2013,1Y-3Y,1,0,N,1,0,-99,*,R,M,U,1,"Less than $15,000",MARRIED,RENTER,1,Never Active-OLD,Never Active,2,0
1920936381866444354 ,Business,4/19/2014,1Y-3Y,1,1,N,2,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,-98,NOT A CONSUMER,NOT A CONSUMER,75,71
1525578934346269225 ,Guest-Upgradeable,5/12/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2054092477316167102 ,Guest-Upgradeable,3/16/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2113075836016825002 ,Consumer,2/18/2005,3Y+,0,0,N,1,0,52,*,O,M,M,6,"$50,000 - $74,999",MARRIED,HOMEOWNER,9,Lite Engaged 2,Lite Engaged 2,15,13
1797904219696445038 ,Guest-Upgradeable,9/8/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1806593203309652693 ,Guest-Upgradeable,12/10/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1821533363942044479 ,Guest-Upgradeable,5/3/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
1335695079186821288 ,Consumer,9/3/2012,1Y-3Y,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,9,Lite Engaged 2,Lite Engaged 2,30,30
1883295968115749015 ,Consumer,3/14/2013,1Y-3Y,0,0,N,3,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,6,6
2136979121243508931 ,Guest-Upgradeable,12/10/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1539668739294035705 ,Guest-Upgradeable,7/10/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1739696544205962539 ,Consumer,8/30/2011,3Y+,2,2,N,1,0,22,*,O,S,M,2,"$15,000 - $19,999",SINGLE,HOMEOWNER,10,Super Engaged 1,Super Engaged 1,64,64
2003867410324730211 ,Guest-Upgradeable,6/8/2015,0-3M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1175708758282111592 ,Guest-Upgradeable,3/24/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2214875303108076513 ,Guest-Upgradeable,12/12/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1324976546765739225 ,Guest-Upgradeable,1/21/2013,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,3,3
2110830964181873367 ,Guest-Upgradeable,9/3/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1571068478317536253 ,Consumer,12/17/2013,1Y-3Y,1,1,N,2,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,9,9
1453723064452194486 ,Guest-Upgradeable,3/19/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2096310630696928248 ,Guest-Upgradeable,11/1/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1335241927110308073 ,Consumer,11/9/2007,3Y+,1,1,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,11,10
1422149702758599802 ,Guest-Upgradeable,8/29/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1991803373396694769 ,Consumer,8/22/2013,1Y-3Y,0,0,N,1,0,-99,*,R,S,U,2,"$15,000 - $19,999",SINGLE,RENTER,8,Lite Engaged 1,Lite Engaged 1,4,4
1432812635673121492 ,Consumer,5/18/2009,3Y+,0,0,N,5,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,10,Super Engaged 1,Super Engaged 1,6,3
1693016271891117759 ,Guest-Upgradeable,1/2/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1688644780613744501 ,Consumer,11/29/2014,3-12M,1,1,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,6,6
1887544573088747863 ,Consumer,3/27/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,2,Never Active-NEW,Never Active,1,1
1566046399522259115 ,Guest-Upgradeable,10/10/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1997913132778462047 ,Consumer,9/1/2014,3-12M,1,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,11,Super Engaged 2,Super Engaged 2,86,85
2002683626582018883 ,Guest-Upgradeable,1/25/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,4,4
1541266284010614920 ,Consumer,2/13/2006,3Y+,0,0,N,3,0,54,*,O,M,M,9,"Greater than $124,999",MARRIED,HOMEOWNER,7,Habituated,Habituated,7,7
1989294077572121602 ,Consumer,9/28/2007,3Y+,0,0,N,2,2,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,5,4
1279920290710676572 ,Guest-Upgradeable,12/11/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2046747355357498080 ,Guest-Upgradeable,1/7/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
1328638229135134576 ,Consumer,1/11/2014,1Y-3Y,0,0,N,2,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,10,Super Engaged 1,Super Engaged 1,4,2
1602583777968465816 ,Guest-Upgradeable,11/3/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2209047973193563264 ,Consumer,9/19/2008,3Y+,0,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,1,1
2060644636266895503 ,Consumer,2/24/2015,3-12M,1,0,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,1,Never Active-OLD,Never Active,1,0
1376026740458018114 ,Guest-Upgradeable,8/2/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1354634633180543029 ,Guest-Upgradeable,10/25/2013,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,3,3
1704414101727391563 ,Consumer,6/20/2014,1Y-3Y,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,9,4
1725613060044283550 ,Consumer,5/2/2005,3Y+,1,1,N,3,0,38,*,O,M,M,5,"$40,000 - $49,000",MARRIED,HOMEOWNER,6,Casual,Casual,3,3
1286742953220487403 ,Consumer,6/27/2009,3Y+,1,1,N,1,0,40,*,R,S,F,2,"$15,000 - $19,999",SINGLE,RENTER,7,Habituated,Habituated,4,3
1656253262458173078 ,Guest-Upgradeable,5/28/2015,0-3M,0,0,N,0,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1721729311309586066 ,Consumer,4/5/2011,3Y+,1,1,N,1,0,50,*,R,A,M,9,"Greater than $124,999",INFERRED MARRIED,RENTER,11,Super Engaged 2,Super Engaged 2,7,7
1558439526461969458 ,Consumer,7/18/2009,3Y+,0,0,N,2,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,8,7
1962778420476818204 ,Guest-Upgradeable,3/24/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1374321332928862470 ,Guest-Upgradeable,5/13/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2264757916910857168 ,Consumer,2/24/2012,3Y+,0,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,6,Casual,Casual,1,1
2188967854070189628 ,Consumer,3/13/2004,3Y+,1,1,N,1,0,82,*,O,M,F,8,"$100,000 - $124,999",MARRIED,HOMEOWNER,6,Casual,Casual,3,3
1438472329632748009 ,Guest-Upgradeable,2/13/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2105701534279799309 ,Consumer,3/9/2013,1Y-3Y,1,1,N,1,0,20,*,O,M,M,8,"$100,000 - $124,999",MARRIED,HOMEOWNER,10,Super Engaged 1,Super Engaged 1,36,36
1531922551104508524 ,Consumer,10/14/2006,3Y+,1,1,N,2,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,10,Super Engaged 1,Super Engaged 1,11,10
1927155104325115824 ,Business,6/18/2013,1Y-3Y,0,0,N,1,0,36,*,R,M,M,6,"$50,000 - $74,999",MARRIED,RENTER,-98,NOT A CONSUMER,NOT A CONSUMER,1,1
1567486114836812746 ,Guest-Upgradeable,8/29/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1469345002236765940 ,Guest-Upgradeable,1/17/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,2
1168353133017102004 ,Consumer,3/10/2014,1Y-3Y,0,0,N,1,1,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,11,Super Engaged 2,Super Engaged 2,10,8
1593281603804202525 ,Consumer,12/16/2007,3Y+,1,1,N,2,1,54,*,O,M,M,7,"$75,000 - $99,999",MARRIED,HOMEOWNER,8,Lite Engaged 1,Lite Engaged 1,25,13
1659773727995385385 ,Consumer,2/9/2015,3-12M,0,0,N,1,0,58,*,O,S,M,6,"$50,000 - $74,999",SINGLE,HOMEOWNER,6,Casual,Casual,3,3
1530297049308109179 ,Consumer,5/30/2002,3Y+,1,1,N,1,0,34,*,R,S,F,5,"$40,000 - $49,000",SINGLE,RENTER,9,Lite Engaged 2,Lite Engaged 2,28,27
1906195705693074909 ,Guest-Upgradeable,4/24/2008,3Y+,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1808324644572194808 ,Consumer,9/8/2006,3Y+,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,8,Lite Engaged 1,Lite Engaged 1,20,20
1153261859117665418 ,Guest-Upgradeable,12/13/2013,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,3,3
1307439422078945398 ,Business,8/24/2002,3Y+,2,2,N,0,0,-99,*,R,S,M,3,"$20,000 - $29,999",SINGLE,RENTER,-98,NOT A CONSUMER,NOT A CONSUMER,106,99
2223770876069206899 ,Consumer,9/18/2013,1Y-3Y,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,11,Super Engaged 2,Super Engaged 2,1,1
1776924707108251324 ,Consumer,12/9/2009,3Y+,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,7,Habituated,Habituated,5,4
1282304225375518091 ,Guest-Upgradeable,3/25/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,10,8
1155733420413367208 ,Guest-Upgradeable,6/9/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
2077621419886143160 ,Consumer,6/20/2010,3Y+,1,1,N,1,0,-99,*,R,B,F,3,"$20,000 - $29,999",INFERRED SINGLE,RENTER,8,Lite Engaged 1,Lite Engaged 1,18,16
1200581811603382613 ,Consumer,12/2/2005,3Y+,2,2,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,3,Newly Churned,Newly Churned,10,10
1317483689553106467 ,Guest-Upgradeable,1/10/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1248712189970670731 ,Guest-Upgradeable,3/18/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1626333233396629580 ,Guest-Upgradeable,3/9/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,6,6
2046304288953310484 ,Consumer,1/11/2010,3Y+,1,1,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,11,Super Engaged 2,Super Engaged 2,128,113
1517106247687468056 ,Guest-Upgradeable,6/12/2015,0-3M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1791957774263429499 ,Guest-Upgradeable,1/8/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,3,3
1922405167827812526 ,Guest-Upgradeable,10/23/2014,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1387033929551846942 ,Consumer,11/8/2008,3Y+,0,0,N,3,3,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,9,Lite Engaged 2,Lite Engaged 2,11,10
1524531485660351121 ,Consumer,1/19/2005,3Y+,1,1,N,3,0,96,*,R,B,M,4,"$30,000 - $39,000",INFERRED SINGLE,RENTER,9,Lite Engaged 2,Lite Engaged 2,30,30
1550125915671206412 ,Consumer,12/17/2006,3Y+,0,0,N,1,0,50,*,O,M,M,6,"$50,000 - $74,999",MARRIED,HOMEOWNER,6,Casual,Casual,1,1
2076703017856092711 ,Guest-Upgradeable,2/5/2013,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1662912558215038182 ,Consumer,5/18/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,10,Super Engaged 1,Super Engaged 1,3,2
1254361034432128809 ,Guest-Upgradeable,4/9/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,2,1
1531726552933077556 ,Guest-Upgradeable,1/19/2014,1Y-3Y,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
1868718617261952526 ,Guest-Upgradeable,4/9/2015,3-12M,0,0,N,1,0,-99,*,#,#,#,#,UNKNOWN,UNKNOWN,UNKNOWN,13,GUEST,Never Active,1,1
