cust_id,CAL_DT,TPV,cnt
1669460000000000000,1/30/2014,9.98,2
1598800000000000000,6/16/2014,47.31,1
1967870000000000000,4/7/2015,29.00,1
1865860000000000000,9/17/2014,35.99,1
1699180000000000000,7/23/2015,141.00,1
1926330000000000000,8/16/2014,105.00,1
2181060000000000000,2/15/2014,817.45,1
1450630000000000000,12/18/2013,61.02,1
1200070000000000000,8/4/2013,76.98,1
2040150000000000000,8/11/2013,2.00,1
1480930000000000000,4/4/2014,250.00,2
1393580000000000000,2/14/2014,66.27,2
2122350000000000000,10/11/2014,3.99,1
1728970000000000000,6/3/2015,34.95,1
1911510000000000000,5/11/2014,29.95,1
1735720000000000000,10/18/2014,118.99,1
1302720000000000000,5/6/2014,17.37,2
1313180000000000000,7/8/2013,2.72,1
1194140000000000000,2/5/2015,0.99,1
1796370000000000000,4/12/2014,230.70,1
1998820000000000000,7/26/2013,29.50,1
1527840000000000000,1/31/2014,45.50,1
1372310000000000000,1/23/2014,30.98,2
2203130000000000000,8/24/2013,15.98,1
2294630000000000000,5/21/2015,10.00,1
1250760000000000000,4/24/2015,59.48,1
1551590000000000000,10/14/2013,31.00,1
1163900000000000000,11/21/2014,15.00,2
2304330000000000000,8/20/2013,18.68,1
2185700000000000000,9/17/2014,0.00,0
1266790000000000000,5/6/2014,14.93,1
1329790000000000000,12/17/2014,16.69,1
2010550000000000000,8/6/2014,580.00,1
1489790000000000000,7/18/2013,13.06,1
1399040000000000000,6/9/2014,58.99,2
2105300000000000000,8/7/2013,5.08,1
1715580000000000000,1/6/2015,23.00,1
1897170000000000000,5/24/2014,29.98,1
1848150000000000000,8/20/2013,125.01,1
1314800000000000000,7/31/2013,23.96,2
1446370000000000000,7/29/2015,89.98,1
1315610000000000000,10/24/2014,56.00,2
2136170000000000000,4/20/2014,17.40,4
1754070000000000000,12/31/2013,118.24,1
1481290000000000000,2/10/2015,8.71,1
1640470000000000000,6/3/2014,0.00,0
1829650000000000000,2/25/2014,2.75,1
1793490000000000000,7/12/2013,366.15,1
1951040000000000000,2/8/2015,0.00,0
1484200000000000000,9/7/2013,12.44,1
1926330000000000000,9/8/2013,91.04,1
1704620000000000000,11/20/2013,10.45,1
2218980000000000000,1/9/2015,8.55,4
2223040000000000000,6/24/2015,82.25,1
2094310000000000000,2/8/2015,33.00,1
1814670000000000000,2/27/2015,142.98,1
1282290000000000000,8/25/2013,154.98,2
1176270000000000000,10/3/2014,253.80,1
1554940000000000000,1/26/2015,820.35,1
2071650000000000000,4/1/2015,36.60,1
1953610000000000000,12/18/2013,492.00,1
1354770000000000000,6/17/2015,24.46,1
2071720000000000000,6/4/2014,40.50,1
1347930000000000000,7/23/2015,284.48,1
1433500000000000000,6/10/2014,5.03,1
1232990000000000000,2/25/2015,14.69,2
1954770000000000000,1/13/2014,12.00,1
1367570000000000000,2/28/2014,9.95,1
1684940000000000000,6/30/2014,61.21,1
1985780000000000000,8/19/2014,78.94,2
1801240000000000000,3/31/2015,8.28,1
1648870000000000000,2/10/2014,55.00,1
1646210000000000000,7/15/2014,41.40,1
1626590000000000000,7/13/2013,17.36,1
1393580000000000000,11/16/2013,21.20,2
1721600000000000000,11/4/2013,-140.39,-1
1205060000000000000,10/31/2014,96.90,1
1967870000000000000,12/7/2014,29.00,1
1679510000000000000,9/27/2014,29.99,1
1194590000000000000,7/28/2015,90.00,1
1754940000000000000,11/11/2014,5.44,1
1389250000000000000,12/2/2013,15.98,1
1951040000000000000,5/25/2014,10.00,1
1746510000000000000,12/13/2013,55.92,1
1769120000000000000,8/17/2014,6.89,1
1301510000000000000,8/23/2013,-57.00,-1
1322700000000000000,7/17/2013,21.95,1
1970130000000000000,7/2/2015,57.12,4
2106430000000000000,11/21/2013,500.00,1
2021030000000000000,8/25/2013,32.46,1
1238940000000000000,10/10/2013,87.48,1
1250930000000000000,11/20/2014,21.99,1
1349000000000000000,7/10/2013,32.60,1
1339980000000000000,7/18/2013,294.95,1
1505260000000000000,12/30/2013,0.00,0
1368650000000000000,2/19/2015,97.06,1
1698260000000000000,1/24/2015,11.94,1
1315610000000000000,5/30/2014,73.99,1
1722440000000000000,10/28/2014,29.98,1
1735900000000000000,7/19/2013,-66.88,-1
1926330000000000000,10/15/2013,95.00,1
1790830000000000000,6/1/2015,900.00,1
1714790000000000000,7/13/2013,60.00,2
1314940000000000000,6/2/2015,17.95,1
2157440000000000000,6/5/2014,269.99,1
2123720000000000000,9/25/2013,15.00,1
1985780000000000000,9/26/2014,44.50,1
2223040000000000000,12/16/2013,121.24,1
1461800000000000000,6/13/2014,33.80,1
1252630000000000000,7/2/2013,27.64,1
1827140000000000000,4/20/2014,-29.75,-1
1848150000000000000,11/21/2014,12.75,1
1601350000000000000,11/7/2013,224.07,1
1314940000000000000,3/20/2015,33.28,2
1936280000000000000,1/27/2014,46.43,1
1161530000000000000,4/8/2015,27.97,2
2280130000000000000,12/29/2014,7.34,2
1250200000000000000,7/8/2013,122.68,1
1664780000000000000,4/11/2015,0.00,0
1653780000000000000,1/1/2015,5.58,1
2287590000000000000,11/13/2013,61.15,1
1531550000000000000,3/25/2015,12.97,1
1715580000000000000,8/3/2015,263.21,2
2071720000000000000,1/12/2015,208.42,1
1832920000000000000,11/2/2013,11.02,3
2157860000000000000,10/11/2013,56.10,2
2039230000000000000,4/3/2015,110.00,1
2252740000000000000,12/16/2014,5.00,1
1316900000000000000,7/25/2013,0.00,0
2021030000000000000,3/12/2014,15.36,1
2031990000000000000,7/1/2013,0.00,0
1290770000000000000,1/23/2014,10.17,1
1518370000000000000,9/30/2013,-15.98,0
1399040000000000000,2/24/2015,67.33,1
1874300000000000000,10/25/2014,272.87,4
1316900000000000000,7/17/2013,20.94,2
1421630000000000000,6/24/2015,5.00,1
2186150000000000000,8/23/2013,4.99,1
1715580000000000000,5/27/2015,65.60,3
1992690000000000000,7/17/2013,3.24,1
1600030000000000000,12/27/2014,-1.99,-1
1168490000000000000,7/11/2013,350.00,2
1819740000000000000,3/4/2015,8.95,1
2094310000000000000,3/15/2015,19.15,1
1970180000000000000,12/2/2014,38.66,1
2012440000000000000,10/17/2013,34.99,1
2292000000000000000,3/21/2015,164.00,1
1180330000000000000,6/10/2015,35.30,5
2209090000000000000,7/26/2014,-27.99,-1
1179440000000000000,4/11/2015,23.25,2
1970130000000000000,11/18/2014,29.05,2
1796370000000000000,2/25/2015,214.87,3
1865860000000000000,5/7/2014,45.75,1
1400490000000000000,12/15/2014,6.95,1
1295670000000000000,8/26/2013,173.39,2
1600030000000000000,7/8/2015,152.60,1
1290770000000000000,3/29/2014,24.36,1
2279090000000000000,12/2/2014,25.90,1
1264290000000000000,10/29/2014,40.00,2
1389560000000000000,8/29/2013,17.98,2
1492130000000000000,9/6/2014,10.36,1
1725030000000000000,7/20/2013,11.49,1
1415310000000000000,6/9/2014,2.79,1
1710090000000000000,8/21/2013,12.48,1
1597180000000000000,7/1/2013,29.33,1
2184650000000000000,6/27/2015,4.99,1
2158660000000000000,9/13/2013,20.44,2
1563770000000000000,4/11/2014,220.00,1
2140620000000000000,9/8/2013,9.99,1
1929380000000000000,9/21/2014,0.00,0
2294170000000000000,10/15/2013,35.12,2
1970130000000000000,7/25/2013,27.49,2
2272820000000000000,4/16/2015,-95.57,-1
1156930000000000000,2/26/2015,12.89,1
1436260000000000000,1/3/2014,9.99,1
1631260000000000000,3/17/2014,12.00,1
1330820000000000000,7/6/2013,40.21,1
2243710000000000000,6/26/2014,256.39,1
1527130000000000000,11/18/2013,5.00,1
1180490000000000000,5/29/2014,329.00,1
1201570000000000000,8/5/2014,25.00,1
2273090000000000000,7/11/2013,63.48,4
1873350000000000000,12/22/2014,0.00,0
1674170000000000000,12/20/2013,6.01,1
2111190000000000000,6/21/2015,0.05,1
1481080000000000000,4/17/2014,29.96,1
1781950000000000000,7/30/2013,7.99,1
1306490000000000000,8/18/2013,123.00,1
1266500000000000000,8/23/2013,64.68,1
1761630000000000000,1/11/2014,8.07,1
1176270000000000000,4/5/2014,132.00,1
2217670000000000000,11/25/2013,5.99,1
2248780000000000000,10/9/2014,0.00,0
1406490000000000000,9/29/2014,252.80,2
1313820000000000000,8/6/2014,89.99,1
2164650000000000000,7/11/2014,268.99,2
1936220000000000000,4/9/2014,38.79,4
1943480000000000000,4/18/2015,53.86,4
1781950000000000000,7/4/2013,7.99,1
2147010000000000000,10/3/2013,97.00,1
2136590000000000000,12/8/2013,35.03,1
1950020000000000000,7/18/2013,52.90,1
2164650000000000000,8/21/2014,230.00,1
2136490000000000000,9/12/2014,3.99,1
2076510000000000000,7/31/2015,26.99,1
1637690000000000000,2/21/2014,8.49,1
1176270000000000000,6/22/2014,88.75,1
1924270000000000000,3/24/2014,16.18,1
1285500000000000000,5/30/2015,-106.99,-1
2021030000000000000,10/31/2013,-0.99,-1
2250840000000000000,7/18/2013,31.87,1
2191170000000000000,7/22/2015,750.00,1
1421630000000000000,7/12/2014,50.00,1
2060150000000000000,7/25/2013,2.39,0
1331500000000000000,5/3/2015,139.99,1
1789290000000000000,5/3/2015,126.94,4
1820490000000000000,10/2/2014,7.99,1
1481670000000000000,3/19/2014,33.24,1
1953610000000000000,4/10/2014,164.00,1
1814040000000000000,12/10/2014,32.25,1
2218980000000000000,5/31/2014,11.50,1
2093690000000000000,8/20/2013,14.00,1
2292000000000000000,3/28/2014,27.12,1
1337480000000000000,11/4/2013,1089.69,2
2050470000000000000,4/27/2015,14.80,1
1407730000000000000,7/15/2014,14.99,1
1738960000000000000,8/1/2013,15.00,1
1329790000000000000,7/27/2013,30.00,1
2136490000000000000,5/22/2015,4.99,1
1890430000000000000,6/21/2014,-799.50,-2
1684940000000000000,11/29/2014,20.85,1
1447900000000000000,8/24/2014,4.99,1
1357470000000000000,9/5/2013,0.00,0
1881720000000000000,12/6/2013,34.99,1
1302510000000000000,6/22/2015,21.49,1
1564870000000000000,7/17/2013,50.00,1
2209260000000000000,10/1/2013,21.79,1
2239380000000000000,7/9/2013,16.48,2
2204620000000000000,2/21/2014,31.00,1
1768140000000000000,1/17/2014,19.99,1
1232990000000000000,2/4/2015,4.00,1
2164380000000000000,9/15/2013,16.55,1
1600030000000000000,11/29/2013,48.31,4
1299510000000000000,12/7/2014,61.00,1
1735030000000000000,10/29/2013,35.00,1
2246000000000000000,8/19/2013,17.00,1
1768060000000000000,4/18/2015,49.99,1
1853120000000000000,7/12/2015,35.99,1
1943480000000000000,8/18/2013,98.05,1
2089890000000000000,2/23/2015,18.62,1
2164650000000000000,11/3/2014,135.00,1
1583390000000000000,2/5/2015,41.83,1
2241770000000000000,3/7/2015,99.95,1
1330750000000000000,7/9/2013,160.00,1
1168490000000000000,7/17/2013,-350.00,-2
1327120000000000000,9/23/2013,5.00,1
2136170000000000000,4/12/2014,202.99,1
1841020000000000000,6/11/2015,1.95,1
2114270000000000000,8/16/2014,18.99,1
1971010000000000000,7/30/2015,65.00,1
2138070000000000000,12/3/2014,31.99,1
2185010000000000000,2/9/2015,25.00,1
1228050000000000000,9/10/2013,175.00,1
1365360000000000000,3/18/2015,7.29,1
1572340000000000000,3/17/2014,21.93,3
1283620000000000000,4/14/2015,9.99,1
1679510000000000000,8/2/2014,39.99,1
1822760000000000000,12/10/2013,133.26,2
1306490000000000000,3/30/2015,49.99,1
1730940000000000000,9/12/2013,15.00,1
1775130000000000000,3/29/2014,0.52,1
1498730000000000000,8/7/2014,100.00,1
1444610000000000000,9/22/2013,13.88,1
1421480000000000000,5/23/2014,3.69,2
1395410000000000000,9/11/2013,1000.00,1
1569150000000000000,8/24/2014,19.99,1
2185010000000000000,3/20/2014,31.06,1
1970130000000000000,5/20/2014,68.51,4
1379200000000000000,2/28/2014,20.00,1
1504350000000000000,5/26/2015,63.50,1
1973320000000000000,5/23/2015,-1.17,-1
1996380000000000000,7/16/2013,550.00,1
2136620000000000000,11/19/2014,20.00,1
2177830000000000000,12/17/2014,75.00,1
1895210000000000000,2/1/2015,200.00,1
2137190000000000000,9/16/2013,4.35,1
1295600000000000000,5/8/2015,12.00,1
1890430000000000000,1/26/2015,54.29,1
2004550000000000000,7/30/2013,38.37,2
1955780000000000000,4/3/2014,9.99,1
1504350000000000000,7/9/2015,23.08,1
1773580000000000000,5/27/2014,7.99,1
1511770000000000000,7/3/2014,67.50,1
1970130000000000000,6/18/2015,97.93,2
2279090000000000000,6/29/2014,10.99,1
2218190000000000000,3/28/2015,21.50,1
1522330000000000000,6/8/2014,100.00,1
1369150000000000000,3/19/2015,269.86,2
1190490000000000000,3/13/2015,0.00,0
1511770000000000000,11/13/2014,16.95,1
2282840000000000000,3/4/2014,152.45,2
2276190000000000000,4/29/2015,24.98,1
1966400000000000000,1/23/2015,14.50,1
1784230000000000000,8/28/2013,34.90,1
2236050000000000000,2/18/2015,3.00,1
1768140000000000000,6/12/2015,21.71,1
1600030000000000000,12/28/2013,7.74,1
1527000000000000000,2/19/2015,231.96,1
1967870000000000000,6/5/2015,56.85,3
1609050000000000000,3/20/2014,363.00,1
1186400000000000000,7/9/2014,383.00,1
1500410000000000000,8/13/2013,19.86,1
1297010000000000000,3/16/2014,17.08,1
1970130000000000000,8/26/2013,20.99,1
1262150000000000000,10/11/2013,7.00,1
1282330000000000000,1/5/2015,1.78,1
2172130000000000000,7/13/2013,10.00,1
1316900000000000000,9/26/2013,300.00,1
1546380000000000000,7/3/2013,0.00,0
1427020000000000000,4/28/2014,8.93,1
1554940000000000000,4/13/2015,35.17,1
1549940000000000000,5/4/2015,75.00,1
2182360000000000000,7/31/2013,60.00,1
1930620000000000000,7/25/2014,11.46,1
2164650000000000000,7/22/2014,100.00,2
2286420000000000000,4/20/2015,318.28,1
2226790000000000000,10/10/2013,5.00,1
1942430000000000000,1/8/2015,8.32,1
1364340000000000000,1/20/2015,-3.78,-1
1226820000000000000,2/17/2014,231.32,2
2088190000000000000,7/21/2013,35.00,1
2256500000000000000,5/9/2014,19.95,1
2038040000000000000,11/16/2014,15.99,1
1249970000000000000,3/15/2015,9.99,1
2010240000000000000,3/24/2015,40.00,1
1637690000000000000,8/16/2014,60.94,1
1504350000000000000,8/8/2015,50.00,1
1819740000000000000,3/1/2015,5.00,1
2015750000000000000,10/22/2013,12.92,2
1769120000000000000,10/27/2013,7.66,3
2021030000000000000,8/30/2013,32.10,1
2136620000000000000,11/22/2014,20.00,1
1630870000000000000,7/29/2013,199.00,1
2136680000000000000,7/8/2013,0.00,0
1341470000000000000,12/10/2013,50.00,1
2071650000000000000,6/6/2014,7.99,1
2140620000000000000,11/14/2013,66.60,1
1569150000000000000,6/12/2014,59.50,1
1655920000000000000,10/13/2014,11.98,1
1936220000000000000,4/30/2014,9.71,1
1389560000000000000,11/8/2013,29.00,1
1419200000000000000,7/30/2013,164.43,1
1715580000000000000,5/2/2014,33.50,3
1306490000000000000,7/21/2013,0.00,0
1200980000000000000,6/28/2014,7.99,1
2269880000000000000,7/13/2013,33.94,5
1287930000000000000,9/23/2013,10.31,1
1951040000000000000,6/3/2014,69.99,3
1534050000000000000,6/17/2015,9.09,1
2136170000000000000,8/25/2014,12.95,5
1401370000000000000,8/19/2013,19.60,1
1387230000000000000,6/8/2015,13.17,1
1608020000000000000,2/1/2014,31.50,1
2166290000000000000,9/15/2014,7.99,1
1640470000000000000,12/23/2013,29.98,1
1179440000000000000,7/21/2013,0.75,1
1531550000000000000,6/8/2014,33.99,1
2008670000000000000,10/1/2014,66.40,1
1153270000000000000,9/15/2014,38.54,1
2230380000000000000,2/2/2015,4.99,1
1264290000000000000,11/4/2014,185.00,1
1948190000000000000,7/4/2013,183.72,3
2210460000000000000,9/10/2013,0.00,0
1936220000000000000,5/2/2014,56.26,1
1544410000000000000,1/7/2015,30.00,1
1640470000000000000,1/30/2014,6.99,1
1376840000000000000,8/27/2014,6.99,1
2262230000000000000,10/16/2014,169.00,1
2280130000000000000,10/18/2013,0.00,0
2110420000000000000,1/10/2015,18.00,1
1264290000000000000,2/26/2015,4.00,1
1608020000000000000,10/24/2013,53.79,1
1431280000000000000,11/14/2014,82.83,1
1577240000000000000,7/15/2013,40.00,2
2071720000000000000,10/19/2014,97.59,1
1793130000000000000,8/11/2013,45.29,4
1534430000000000000,8/10/2013,34.00,1
1621130000000000000,12/28/2013,45.00,1
2185010000000000000,1/7/2015,32.28,1
1586460000000000000,7/25/2013,16.99,1
1844610000000000000,10/19/2013,38.19,2
1942430000000000000,5/19/2014,1.73,1
1819740000000000000,8/25/2014,4.13,1
2136590000000000000,10/25/2013,19.35,1
2295400000000000000,3/28/2014,139.00,1
1156930000000000000,9/30/2014,5.84,3
1483140000000000000,12/10/2013,92.95,1
1224020000000000000,2/26/2014,66.73,1
1162170000000000000,3/9/2015,19.99,1
1886090000000000000,7/16/2013,40.95,1
1638600000000000000,5/6/2014,83.95,1
2136170000000000000,9/2/2013,21.10,5
1336110000000000000,12/20/2014,40.00,1
2296440000000000000,4/30/2015,161.24,1
1237640000000000000,9/10/2013,32.00,1
1906770000000000000,2/17/2014,6.25,1
1536060000000000000,6/22/2015,41.98,1
1158260000000000000,10/16/2013,27.99,1
1533210000000000000,8/7/2015,33.34,1
2136170000000000000,4/14/2015,191.35,1
1890430000000000000,9/5/2014,112.01,1
2152430000000000000,9/6/2014,7.99,1
2184730000000000000,7/9/2015,25.00,1
1439840000000000000,4/23/2014,61.36,1
2219660000000000000,4/25/2014,-14.72,-1
1691000000000000000,6/20/2014,9.00,1
2191170000000000000,9/18/2014,25.00,1
2050470000000000000,12/24/2014,64.92,5
1327250000000000000,7/11/2014,20.00,1
1169880000000000000,5/15/2014,88.97,1
1446310000000000000,1/10/2014,63.00,1
2251020000000000000,8/5/2013,60.00,1
1163900000000000000,1/31/2014,40.00,1
2166080000000000000,5/20/2015,32.00,1
1768140000000000000,1/21/2015,49.98,2
1796370000000000000,6/14/2015,9.76,1
1856110000000000000,2/21/2014,4.99,1
1746420000000000000,7/21/2015,124.00,1
2069810000000000000,1/29/2015,-49.00,-1
1424800000000000000,3/30/2014,11.99,1
2188900000000000000,10/10/2013,54.90,1
1156930000000000000,12/3/2014,51.96,1
1640470000000000000,8/5/2015,9.99,1
2281010000000000000,12/1/2013,29.31,4
1331740000000000000,5/15/2015,0.00,0
1679510000000000000,12/28/2014,38.99,1
2204620000000000000,11/16/2014,46.00,1
1898390000000000000,3/7/2015,59.93,1
1271660000000000000,6/11/2015,350.00,1
1796370000000000000,5/4/2015,17.60,1
1481670000000000000,5/13/2015,10.95,1
1824340000000000000,7/29/2015,19.97,1
1302350000000000000,12/3/2014,131.52,1
2175510000000000000,2/26/2015,122.48,2
1661520000000000000,7/2/2013,160.00,1
2094310000000000000,8/3/2015,40.00,2
2177200000000000000,9/16/2013,10.00,1
1817440000000000000,1/7/2015,-58.53,-1
1759170000000000000,7/21/2015,-170.00,-1
1181590000000000000,7/31/2013,3.99,1
1941770000000000000,9/12/2013,29.99,1
1447900000000000000,4/2/2015,4.99,1
2299910000000000000,9/16/2013,147.00,1
1436260000000000000,9/3/2013,12.99,1
1988050000000000000,10/27/2014,30.00,1
1863390000000000000,8/20/2013,2.39,1
1282330000000000000,12/24/2014,7.49,1
1791350000000000000,8/5/2014,15.00,1
1282330000000000000,5/17/2015,4.88,1
1789290000000000000,10/27/2014,33.20,1
1844610000000000000,7/10/2014,-65.00,-1
1224020000000000000,11/9/2014,78.89,2
1819740000000000000,11/15/2014,5.00,1
1334100000000000000,2/6/2014,255.54,1
1819740000000000000,9/6/2014,2.19,1
1174250000000000000,9/2/2013,3350.00,1
1580880000000000000,7/5/2013,68.90,1
1180900000000000000,9/13/2014,0.00,0
1696610000000000000,11/7/2014,24.87,3
1232990000000000000,2/24/2015,4.00,1
1163900000000000000,2/2/2015,10.00,1
1600030000000000000,4/18/2015,15.75,1
2226790000000000000,7/31/2013,2.50,1
1271660000000000000,5/5/2014,-1.65,0
1421630000000000000,3/17/2014,30.48,2
1676160000000000000,9/17/2014,4.99,1
1806890000000000000,4/13/2014,6.48,1
1275580000000000000,8/15/2013,-86.84,-1
1706030000000000000,10/11/2013,13.36,2
1954550000000000000,7/26/2014,41.00,1
2175510000000000000,9/4/2014,19.05,1
2068630000000000000,8/4/2013,400.00,1
1702820000000000000,5/1/2015,195.00,1
2106430000000000000,5/19/2014,65.57,1
2209260000000000000,12/1/2014,222.03,1
2280130000000000000,8/12/2013,0.00,0
2237510000000000000,12/17/2013,568.83,1
1768140000000000000,7/19/2013,537.49,1
2050470000000000000,12/2/2013,-19.98,-2
2147010000000000000,12/11/2014,37.00,1
1572930000000000000,3/11/2014,34.10,1
1970130000000000000,6/16/2014,145.54,4
2147010000000000000,11/28/2013,90.00,1
1163900000000000000,2/6/2014,10.00,1
1640470000000000000,5/13/2014,35.94,3
2030710000000000000,3/14/2015,36.20,1
2136170000000000000,8/3/2015,9.98,2
1469170000000000000,8/17/2013,4.36,1
1176270000000000000,10/4/2013,296.65,1
1162170000000000000,8/6/2014,248.00,2
2210460000000000000,11/25/2013,0.00,0
1948090000000000000,2/26/2015,120.00,1
2239380000000000000,1/6/2015,45.00,1
1844610000000000000,4/14/2014,42.67,3
1911510000000000000,8/1/2014,28.16,1
2094310000000000000,4/13/2014,13.00,1
1763560000000000000,6/22/2014,29.95,1
2074860000000000000,5/8/2014,50.00,1
2241610000000000000,9/26/2013,1.32,1
1257260000000000000,11/20/2013,72.92,1
1238940000000000000,8/27/2013,0.00,0
2175740000000000000,11/28/2014,229.96,2
2164650000000000000,3/1/2014,50.00,1
2157600000000000000,7/10/2013,14.20,1
1773580000000000000,12/3/2014,10.52,2
1276920000000000000,10/1/2014,468.00,1
1790830000000000000,4/1/2014,7.50,1
1298590000000000000,2/8/2014,20.00,1
1295600000000000000,1/17/2014,13.00,1
1169880000000000000,4/18/2015,65.00,1
2213690000000000000,6/19/2015,75.00,1
1820490000000000000,9/16/2013,180.00,1
1339980000000000000,4/3/2014,0.00,0
1741610000000000000,6/19/2014,7.99,1
2105300000000000000,7/28/2013,24.50,1
2071650000000000000,3/31/2015,2.99,1
2287590000000000000,5/23/2014,14.40,1
1577620000000000000,12/25/2013,55.94,2
2110420000000000000,4/29/2015,95.99,2
1527840000000000000,12/13/2013,21.60,1
1248190000000000000,12/17/2013,60.30,5
2132060000000000000,12/22/2014,64.00,1
1561200000000000000,5/21/2015,59.98,2
2166290000000000000,12/8/2014,11.50,1
1186400000000000000,10/11/2014,173.61,1
2278780000000000000,6/12/2014,18.99,1
1715580000000000000,6/17/2015,61.49,2
2186150000000000000,1/21/2015,54.94,4
1329600000000000000,7/21/2013,165.00,1
1537400000000000000,9/23/2014,19.98,2
2067630000000000000,2/6/2014,5.00,1
1387720000000000000,1/20/2014,94.00,1
1715580000000000000,10/16/2014,136.00,3
1264290000000000000,3/27/2015,6.16,1
2197270000000000000,8/14/2013,2.69,1
2071650000000000000,3/14/2015,4.00,1
1393580000000000000,5/18/2015,229.00,1
2171250000000000000,12/2/2013,5.26,1
1857280000000000000,9/2/2013,24.71,1
1715580000000000000,4/11/2015,92.07,1
1527130000000000000,6/13/2015,10.49,1
1186400000000000000,2/17/2014,47.57,1
1600030000000000000,12/3/2014,107.89,1
2047960000000000000,1/9/2014,41.40,1
1691000000000000000,10/24/2014,54.49,3
2013130000000000000,1/10/2015,12.40,10
2030710000000000000,2/4/2015,86.39,1
1687320000000000000,9/10/2014,124.99,2
1690820000000000000,1/14/2014,25.82,1
1744670000000000000,12/2/2013,-6.58,-1
1761630000000000000,1/5/2014,-1.00,0
1716230000000000000,4/22/2014,9.42,1
1306490000000000000,10/21/2013,9.99,1
2219660000000000000,7/16/2013,9.95,1
1625540000000000000,6/6/2014,7.95,1
1241890000000000000,2/26/2014,8184.60,6
1393580000000000000,8/5/2013,13.88,1
1754070000000000000,8/6/2014,32.00,1
1890430000000000000,2/8/2014,5.00,1
1676160000000000000,5/4/2014,7.99,1
1874300000000000000,5/20/2014,18.27,2
1721080000000000000,9/23/2013,4.39,1
1648160000000000000,4/20/2015,49.20,1
1504350000000000000,7/12/2014,20.99,1
2184730000000000000,7/20/2013,273.81,1
1379200000000000000,2/25/2014,4.73,4
1357100000000000000,3/17/2015,36.22,1
1451090000000000000,2/23/2014,50.00,1
1676160000000000000,4/23/2014,29.98,2
1495820000000000000,11/25/2014,7.99,1
1766880000000000000,2/24/2015,24.48,1
1640470000000000000,3/29/2015,10.00,2
1971890000000000000,8/25/2013,14.00,1
1718360000000000000,10/5/2014,150.00,1
1495820000000000000,2/25/2014,7.99,1
2282840000000000000,2/28/2014,35.85,1
2223040000000000000,4/7/2014,156.95,1
2136170000000000000,10/28/2014,4.99,1
2126690000000000000,2/2/2015,59.00,1
2048660000000000000,4/6/2014,19.99,1
2100210000000000000,5/11/2015,260.00,1
1226340000000000000,12/2/2013,54.75,1
1469140000000000000,1/15/2015,8.50,1
1520360000000000000,4/29/2014,10.00,1
2072180000000000000,10/6/2014,6.90,1
2122350000000000000,12/7/2013,45.76,1
2094500000000000000,7/19/2013,20.43,1
1341090000000000000,10/4/2013,7.99,1
1389560000000000000,2/21/2014,7.99,1
1754940000000000000,10/21/2014,22.79,1
2187240000000000000,11/18/2013,1000.08,1
1484200000000000000,6/21/2014,51.12,3
1299510000000000000,8/31/2013,8.95,1
1301440000000000000,3/16/2014,0.00,0
2068320000000000000,6/24/2015,0.00,0
1554940000000000000,10/2/2013,27.06,1
1238940000000000000,12/12/2014,191.65,1
1994360000000000000,5/27/2015,90.00,2
1564540000000000000,12/4/2014,10.70,1
2157440000000000000,8/9/2013,6.99,1
1620990000000000000,4/2/2014,300.00,1
2239580000000000000,3/11/2014,-10.00,-1
1937620000000000000,5/24/2014,165.66,1
1467870000000000000,6/30/2014,3.99,1
2191170000000000000,4/23/2015,375.00,1
1972090000000000000,8/24/2014,81.90,1
2256610000000000000,6/15/2014,29.99,1
2262890000000000000,7/2/2013,299.00,1
1430280000000000000,1/31/2015,5.16,4
1354770000000000000,7/10/2013,2.86,1
1312900000000000000,4/7/2015,101.99,1
1554940000000000000,9/3/2013,956.50,1
1162170000000000000,5/18/2015,14.98,2
1942280000000000000,7/8/2013,62.02,1
1232990000000000000,7/26/2013,10.26,1
2167010000000000000,12/14/2014,85.78,2
1987210000000000000,10/9/2013,6.00,2
1483140000000000000,5/6/2014,145.27,1
1679510000000000000,5/5/2015,20.00,1
1207540000000000000,10/20/2014,0.00,0
1573500000000000000,2/18/2015,11.40,1
2140620000000000000,8/18/2013,20.00,1
1163900000000000000,10/5/2014,25.00,1
2303890000000000000,7/16/2015,22.49,3
2076510000000000000,10/22/2013,39.96,1
1950020000000000000,11/4/2013,25.00,1
1790830000000000000,7/2/2015,900.00,1
1339180000000000000,5/8/2015,31.75,1
2056240000000000000,10/23/2014,2634.82,2
1970130000000000000,1/19/2014,435.62,15
1421260000000000000,9/11/2013,8.94,2
1479690000000000000,7/1/2015,15.00,1
1341090000000000000,9/4/2014,7.99,1
1970130000000000000,9/24/2014,16.98,1
1827140000000000000,2/12/2015,18.73,1
2186240000000000000,4/24/2014,26.13,1
1910420000000000000,11/5/2014,375.00,1
2175510000000000000,2/20/2015,18.00,1
2166290000000000000,2/14/2015,12.99,1
1949180000000000000,12/13/2014,54.03,1
1486320000000000000,8/4/2013,99.00,1
1850830000000000000,4/26/2014,89.59,1
1330850000000000000,1/22/2015,564.85,4
1763530000000000000,5/3/2015,3.00,1
1874080000000000000,7/19/2013,218.46,3
2077310000000000000,9/5/2013,228.00,1
1932740000000000000,8/1/2014,24.99,1
2191170000000000000,8/24/2014,150.00,1
2098600000000000000,5/17/2014,13.95,1
1169880000000000000,10/3/2014,2.00,1
1993180000000000000,6/4/2014,92.67,1
1387230000000000000,5/27/2015,54.18,1
1385700000000000000,3/10/2015,36.49,1
