cust,date,tpv,cnt
2147357101465141655,11-04-2015,30.0,1
1626942821323184334,01-08-2014,12.0,1
2214397750900923421,31-01-2014,30.0,1
2047779647320084320,25-11-2013,14.0,1
1449182776810480129,10-07-2014,37.0,1
1550467473594303461,28-05-2014,20.5,1
1755281267939568315,08-07-2013,4.0,1
1503229579197462511,01-08-2013,-31.0,0
2027346089033878810,06-07-2013,24.0,1
2150554674707802147,13-04-2014,15.6,1
1734851034341530337,27-03-2015,96.4,2
1841432514771925777,29-01-2015,341.3,5
1558430000999111777,19-09-2015,35.0,1
1905880672778586374,09-04-2015,37.5,1
1626167971543788227,22-07-2014,10.0,1
2206434618905526693,29-12-2014,125.0,1
1274682662221811917,02-07-2014,17.5,1
1794420703511990866,04-12-2014,-598.0,-1
1545529020911848725,23-07-2014,4.8,1
2266730327487311075,12-10-2013,64.0,1
2130166647331000195,15-11-2014,-1.2,1
1567658229921449994,17-02-2015,8.0,1
1620611437691508461,09-03-2015,38.8,2
1686750595404015220,22-08-2013,2.4,1
1340665585116108364,18-03-2014,4.5,1
1978922429276924489,23-05-2015,129.4,1
2128417348443969967,15-09-2015,5.0,1
1454812893107024758,03-02-2014,115.0,1
1893200549621587815,24-07-2013,44.7,7
1268585505727210155,07-03-2014,25.0,1
1604081242363925696,30-04-2015,250.0,1
1440381459285352392,06-01-2015,39.6,1
1581095162847438868,04-05-2015,78.7,1
1711527308774782967,11-04-2015,70.0,1
2214397750900923421,01-12-2013,15.0,1
1797098799363418972,26-08-2013,32.6,1
1676522901090844026,19-11-2014,80.6,2
2073419617425724660,14-12-2014,3.5,1
1545529020911848725,22-07-2014,90.1,3
1707672544034281485,01-09-2013,350.9,1
2255499273527096447,17-06-2015,302.4,3
2210178787390114238,16-02-2015,8.9,1
1408508491611698929,13-03-2014,30.0,1
1357667659712084179,27-07-2015,39.0,2
2105298321254076318,12-05-2015,10.9,1
1728300502293373558,04-09-2013,6.0,1
2210178787390114238,27-08-2014,137.5,4
1979170834887607315,06-03-2015,28.0,1
1839782571219062170,09-09-2013,5.0,1
1971526044976794963,14-11-2013,38.8,1
1289265831247184939,16-08-2015,20.0,1
2232274071035904858,08-08-2015,10.5,1
2287694152786796066,19-06-2015,135.7,1
1306253727778048838,16-10-2014,30.0,2
2216146709564416852,19-10-2014,144.3,1
1504218447153944962,22-10-2014,25.0,1
1258419278160735220,19-07-2014,47.9,2
2248397648151137986,13-10-2014,8.0,1
1997707160182898898,03-08-2015,25.0,1
1789011039857345971,25-02-2014,36.8,1
2199255223208394267,28-03-2015,106.2,1
2232274071035904858,09-10-2014,0.0,0
2008796229160872609,26-07-2015,38.5,1
1320802258167771571,11-12-2013,6.0,1
1388823848351792636,24-03-2014,12.8,1
2117836713434296756,02-06-2014,100.5,1
2038089932887492895,22-01-2014,56.0,1
1564036194320202841,11-04-2015,39.2,2
1659934560640676437,21-12-2014,27.5,1
1705255827629375906,16-08-2013,190.0,2
1682381113069648808,28-08-2014,90.1,1
1760654766784736804,26-07-2015,14.8,1
1754247995051557656,28-03-2014,50.5,1
2180963244079676459,12-03-2014,97.0,1
1438711332905363373,05-05-2015,90.0,2
1227494815092445755,25-07-2013,1685.0,1
1465549809079966575,15-06-2015,7.3,1
2163256674758492928,05-12-2013,26.7,1
1373134964517802337,02-12-2014,8.0,1
1746857723018485521,01-09-2013,16.0,1
1207502566737617956,29-07-2014,1285.6,3
2116977067140178814,08-03-2015,50.2,1
1402860487728701341,30-03-2015,15.3,1
1370094890301824638,04-11-2013,6.0,3
1886424693085712652,27-09-2015,423.1,1
1943958246917426172,17-07-2013,13.8,1
1979219604365670013,22-01-2015,34.0,1
1678180019584736652,26-03-2014,111.7,1
1468968086983574714,24-02-2015,560.0,1
1991782673627123856,20-04-2014,3.3,1
2130601923098868205,05-10-2013,8.0,1
1758967069607024818,24-08-2014,169.0,1
1568886143108303769,19-01-2015,78.0,1
2303608433492437036,27-02-2015,285.0,1
1930917287095743598,28-08-2014,34.0,1
1520531729425085130,07-10-2013,11.0,1
1554004799561260902,26-04-2014,99.0,1
1991317721471692538,29-03-2015,4.9,9
2182607448364502971,27-08-2014,16.5,1
1918779577023378136,08-06-2015,5.3,1
1539125327771982097,13-12-2013,25.0,1
1893261277118217552,13-07-2015,7.0,3
1962420115245833707,02-08-2014,5.0,1
1252763554007551699,08-02-2015,12.0,1
2244444307653413439,04-05-2015,5.0,1
1557684175744708003,29-11-2013,-15.0,-1
1800124874022475855,02-06-2015,6.8,1
1991782673627123856,15-04-2015,18.6,5
1283500561727188696,24-06-2014,9.0,1
2012975133958422120,29-08-2014,13.0,1
1806217614465083169,29-09-2015,165.0,1
1438204468198677736,12-01-2015,214.4,2
1656181320183923554,06-08-2014,17.0,1
1830130586314154453,11-12-2013,17.7,1
1704523665540122786,18-03-2015,12.5,1
1598368087937915078,29-09-2014,98.0,1
1241255612783050987,20-10-2013,53.0,1
1966836944606997026,10-05-2015,15.5,1
2134387510775579259,02-04-2014,99.9,1
1703371642083724357,15-02-2015,1000.0,1
1755196005579363625,18-12-2013,10.0,1
1620508598919318332,27-11-2013,5.0,1
2186974901409953186,15-11-2013,25.0,2
1660420608478869237,21-12-2013,228.0,10
1953464680656548104,19-04-2014,75.0,2
1271841778199155786,26-01-2014,190.3,1
1678180019584736652,09-04-2015,10.0,1
1673306193966240707,21-09-2013,41.0,1
1442748515150592012,08-08-2015,14.5,1
1962985984438865911,28-06-2014,7.9,2
1657225753544505218,17-11-2013,0.0,0
1210743246349933104,18-07-2015,7.8,1
1694824178732825072,03-11-2013,10.8,1
1239350781678130588,02-08-2013,0.0,0
1358841147659282990,03-08-2013,10.5,1
1408856570013764074,06-12-2013,5.0,1
1278577787763225218,13-03-2014,75.0,1
1256159614026220025,23-01-2015,15.0,1
1553918912394353080,02-12-2013,122.7,1
1401313412349523817,30-05-2014,33.9,1
2209607256722661435,12-12-2014,0.0,0
1470061745256829542,10-06-2015,16.0,1
2132977264822720868,09-11-2013,25.0,1
1479008558666586599,26-08-2014,12.0,1
1370999829116520896,12-02-2014,54.6,1
1236377371112560596,08-02-2014,0.0,0
1492835373815360136,06-03-2015,133.7,1
1831465942786475411,27-08-2014,15.0,1
1457212932177508865,30-08-2013,10.0,1
1820983953262398505,30-06-2015,16.2,1
2261825142030134380,10-08-2014,35.5,1
1753842186993855371,06-11-2014,3.0,1
1392878026459513109,30-07-2013,15.0,1
1572562343357851038,16-02-2014,31.8,1
1221358291510240838,08-11-2013,54.7,1
1673306193966240707,20-08-2013,0.0,0
1758967069607024818,27-09-2014,393.5,1
1492083305416904688,13-12-2014,89.7,1
1548236594377251518,26-06-2014,348.0,1
1606650134959926134,15-12-2014,113.7,1
2255499273527096447,08-09-2013,10.1,1
1580477491728089993,28-09-2014,2.0,1
1357667659712084179,09-02-2015,17.5,1
1675999598607982681,13-10-2013,100.0,2
2283215667809156571,14-11-2013,28.0,1
1580962907870543225,14-09-2015,11.5,1
1272529660471763840,16-08-2015,14.0,1
1366348513660916058,29-03-2014,8.7,1
2106594158777974069,05-01-2014,0.0,0
1767353786021905992,10-09-2013,98.3,1
1244281662992516013,16-08-2013,15.3,3
1410797936370187733,14-07-2014,65.0,1
1546775942098051650,08-01-2014,-2.1,0
2276257112298726557,14-09-2015,16.4,1
1528517737338601349,26-07-2013,1.0,1
1893261277118217552,04-07-2014,20.0,1
1402860487728701341,06-12-2013,13.0,1
1887346503415728648,21-11-2013,75.0,1
2158517231464823868,24-09-2014,71.9,2
1812806546633471347,18-12-2013,100.0,1
1639526325987157473,27-03-2014,17.7,1
2212722282286225343,25-08-2015,61.7,1
1322178259263247217,01-11-2013,349.0,1
1899516403232970267,09-02-2014,40.9,1
2299977148178544238,30-05-2015,437.9,1
1728201917857832174,18-06-2014,114.9,1
1439699701937736110,26-05-2015,19.0,1
1639526325987157473,02-03-2014,353.5,3
2220146127569347483,27-12-2013,0.0,0
1941922926574468561,10-11-2013,179.8,3
1338666730141645042,08-02-2014,44.0,1
2240235758884569612,11-01-2014,36.0,1
1420617739534935183,20-10-2014,20.0,1
2189628040957382700,25-07-2013,1.1,3
1838844988704230744,10-07-2013,595.0,1
1769501276932862873,26-02-2015,9.0,1
1224916632710783709,10-09-2014,95.5,2
1207502566737617956,20-12-2013,52.0,1
1502052567330726921,11-01-2015,30.0,1
1452950766076595691,17-08-2015,307.0,1
2274977724800441843,21-10-2014,13.9,1
1585213586243213658,21-09-2014,42.0,1
1609044054008040020,27-10-2014,21.4,1
2288386082965716764,17-07-2013,5.0,1
1983345665131473391,05-10-2014,8.0,1
1612477079904016733,07-09-2015,76.6,2
1587740027340117162,31-12-2014,251.0,1
1979219604365670013,21-05-2015,106.4,4
1783016927698993024,01-10-2013,10.3,1
1551899686180764287,01-11-2013,16.4,1
1406581357276827921,18-02-2015,600.0,1
1570393481774844877,16-07-2013,270.0,1
1886424693085712652,03-06-2014,-168.9,0
1776888317948669657,24-04-2014,38.5,1
1275976563514620847,16-08-2013,450.0,1
1988700625499906233,06-07-2015,142.0,1
1270408471945735932,05-04-2015,1531.1,4
1653489760659361402,23-04-2014,160.0,1
1827275433824118331,25-03-2014,8.0,1
2216661216593035687,18-11-2013,3.5,1
1542836930406121350,27-10-2014,19.0,1
1378148604330392024,04-06-2014,68.0,1
2274977724800441843,04-08-2015,-11.0,0
1991782673627123856,13-08-2014,0.5,0
1420390172896708683,19-08-2014,52.8,1
1992041387545583059,03-01-2014,10.0,1
2218945533408475491,16-07-2014,0.0,0
2007423706149805617,07-10-2013,42.9,1
2170793145938872136,11-07-2015,250.0,1
1373134964517802337,12-09-2013,-1.5,0
1313247711961227890,26-06-2014,25.9,1
1340883374786937703,12-07-2014,5.1,1
1843620731875351116,10-02-2015,58.3,1
1730759388727549149,20-08-2014,8.7,1
1205878752118749503,03-10-2015,0.0,0
1266947023205935185,04-10-2013,29.0,1
1933642157440435967,10-09-2015,154.0,1
1203441431706942490,02-11-2013,6.0,2
1441724521785220517,13-01-2015,0.9,1
1215252770595698490,12-11-2014,10.2,1
1366524461375141226,26-09-2014,150.0,1
1302241170340883116,18-07-2015,3.1,1
1569249810488949706,27-09-2013,10.0,1
1774920661456754611,04-02-2015,70.0,1
2242296807606358387,21-08-2015,11.9,1
1367168095120448938,13-08-2013,95.0,1
1340745080694627746,31-12-2014,0.0,0
1430051833237445876,09-03-2015,85.4,2
1916176572947912296,17-02-2014,4.6,1
1668031972358477704,17-05-2015,8.0,1
1726633942456143146,07-08-2015,114.6,1
1911877107945120285,08-05-2015,15.0,2
2141949563679076288,26-05-2014,27.9,1
1304274877629582747,30-05-2015,29.5,1
1439699701937736110,26-12-2014,25.0,1
1470061745256829542,26-07-2013,17.4,1
1161828429900927689,13-07-2013,35.0,1
2163683813415228785,07-10-2013,15.0,2
2068151352082501429,08-01-2014,0.0,0
1378340363175524057,11-11-2013,31.2,1
1603357579354091019,27-05-2014,4.0,1
2046759401710504633,04-05-2014,6.1,1
1676996644868751220,10-12-2013,122.1,1
2130166647331000195,03-05-2014,11.7,2
2154582718978906170,23-06-2014,140.0,2
1338666730141645042,25-08-2013,86.0,1
1241230487466173462,02-07-2013,10.5,1
2130166647331000195,17-01-2014,61.2,2
1189351591944263323,26-12-2013,40.0,1
2169973196389727574,22-07-2014,14.0,1
1894294790332184765,06-03-2014,0.0,0
2002452566686213775,19-11-2014,14.1,1
1598760212261924798,30-04-2014,9.0,2
2153995477176693116,20-09-2014,52.6,1
1194466477226332963,20-09-2015,20.0,1
1791613062060443170,18-07-2013,0.0,0
1168521745448950991,24-07-2013,15.0,1
2263792617160508339,03-08-2014,15.0,2
1663929876528992365,14-02-2015,8.9,3
1394379835247055629,04-10-2013,45.0,1
1932727460388319004,04-02-2015,25.0,1
1199828580633375296,20-03-2014,60.7,1
2030079123137074375,28-01-2015,21.4,1
1974846085508151380,02-02-2015,25.7,1
1199828580633375296,10-08-2013,31.4,1
1438204468198677736,03-05-2015,50.0,1
2167537118744787670,06-07-2013,42.9,1
2020545315499310737,09-07-2015,183.3,2
1464597875302950741,10-04-2014,14.0,1
2042909434797902328,27-05-2014,75.6,1
1984927532486472714,24-04-2015,114.3,1
1619359613320858851,03-02-2015,68.5,2
2217602500260820517,14-09-2014,0.0,0
1415004386072458805,20-09-2013,16.0,1
1818346157161827807,27-03-2015,172.4,4
2267940087544452431,12-09-2015,20.0,1
1880232284091986703,10-03-2015,21.8,1
2207571998395260484,22-12-2014,229.3,1
1465549809079966575,15-05-2015,7.3,1
1207895677477403879,19-02-2014,17.3,1
2127342093579475876,13-08-2013,-11.5,0
1755323249866768689,12-12-2013,23.0,1
2262900066271756766,19-12-2013,25.0,1
1746616497096158314,14-10-2013,0.0,0
1266947023205935185,06-01-2015,11.5,1
1185007450443925140,11-07-2013,700.0,1
1648660207968474599,19-08-2015,24.3,4
1492579179023111731,13-05-2015,36.0,1
1524938987840690340,04-08-2015,-11.5,-1
1657225753544505218,13-12-2014,86.6,1
2130166647331000195,12-09-2014,26.5,1
1978922429276924489,12-11-2014,-130.5,0
1656181320183923554,16-04-2014,10.0,1
1161828429900927689,16-12-2014,150.0,1
1591847667848244538,05-07-2014,0.0,0
1546339572663224614,13-07-2013,21.8,1
1280311010433869491,25-07-2014,174.7,1
1408029476249802434,16-12-2014,84.1,1
1915620622939935960,08-05-2014,30.0,1
1626167971543788227,19-07-2014,36.7,2
1612477079904016733,29-03-2014,11.0,1
2039029948669674599,05-05-2014,37.5,1
1313247711961227890,24-03-2014,17.7,2
1874329057639161203,23-01-2014,21.7,4
1695568768004044992,31-07-2015,82.4,1
1437316458117589503,14-07-2013,30.0,1
2179255266888887989,19-11-2014,24.0,1
2130166647331000195,02-07-2015,4.3,1
1557081344506134043,02-10-2013,4.0,1
1562152302493816316,10-10-2013,10.0,1
1703702189401868761,22-09-2014,75.8,1
1866060926660838814,08-04-2014,50.8,1
1816272763545813736,24-10-2013,74.8,3
1488386118926771660,28-01-2015,24.2,1
2223446201149943444,23-03-2014,60.0,1
1756138385971377030,08-07-2014,1.1,1
1387940271425474415,09-09-2013,0.0,0
1272732860491583528,02-10-2014,249.0,1
1663929876528992365,13-06-2015,65.0,1
1929634834634369034,07-08-2013,10.4,1
1952974050458324543,29-08-2015,10.1,1
1788872833821675723,08-09-2015,119.0,1
1408159168301057352,04-03-2014,0.0,0
1330049519186623865,08-06-2015,35.0,3
2179915223248580542,06-05-2015,73.8,1
1239411588856225585,06-09-2015,13.0,1
1609044054008040020,16-12-2014,220.4,1
2206284223252933973,06-08-2014,158.2,1
1810167122468293112,05-09-2014,10.0,1
1769362758138020467,09-07-2014,50.0,1
2102792731329783667,04-04-2014,550.0,1
1373134964517802337,07-10-2013,-1.0,-1
1725578456585814481,19-07-2013,3125.0,1
1441724521785220517,24-10-2013,6.0,4
1936017986296740869,03-11-2013,17.6,1
2182607448364502971,07-09-2014,6.0,1
2126665726499475458,13-06-2014,13.0,1
1420617739534935183,09-09-2014,0.0,0
1705794164934834666,18-12-2013,61.0,1
1529114919662122971,15-03-2014,23.8,1
1986940631528007486,23-02-2014,15.0,1
1867049068433686175,23-07-2014,89.6,1
1330049519186623865,12-07-2015,5.0,1
1228618966029236889,05-04-2015,0.0,0
1810167122468293112,23-01-2015,10.0,1
2252137579451135922,07-06-2014,1.5,1
1890758459508604646,20-03-2014,8.0,1
2052180817051947088,01-10-2015,342.0,2
1760654766784736804,14-12-2013,291.1,1
1591965169218509387,11-03-2015,470.8,5
2163683813415228785,04-12-2013,26.5,1
1991782673627123856,03-10-2014,34.0,2
2080925706969447664,04-02-2015,128.8,1
1946272367940154535,03-11-2013,18.0,1
1727614740120446826,14-11-2014,1.8,1
2132977264822720868,04-11-2013,50.3,1
1368678214575410097,27-08-2013,69.7,8
1672919733877563557,19-07-2013,12.0,1
2298972700633440237,16-10-2013,217.7,1
2248547320121018423,30-01-2015,95.9,2
1580477491728089993,21-08-2014,10.0,1
2106813461302337275,09-06-2015,6.0,1
1962985984438865911,17-03-2014,2.8,1
1446310205080397219,09-09-2015,80.0,1
1684235926210024256,14-07-2013,50.0,1
1939343828681611141,15-07-2015,33.6,1
1656181320183923554,24-09-2014,26.0,2
1557684175744708003,18-02-2015,66.0,1
1289117780452875858,23-09-2013,31.0,1
1590966325570323958,03-05-2014,39.4,1
1441724521785220517,23-04-2014,12.0,1
2220755263417311644,20-11-2013,228.5,1
1278161632141724187,10-01-2015,23.6,1
2267940087544452431,22-11-2014,8.0,1
1503229579197462511,20-10-2014,10.5,1
1886424693085712652,11-09-2015,-169.9,-1
1660827021127159934,02-09-2014,-36.0,-1
1548470290533160407,02-12-2013,9.6,1
1907475514018708712,10-06-2014,4.5,1
1454450547822284263,05-12-2013,240.0,1
2120221881285377912,17-07-2013,16.0,1
1628895046367670724,20-07-2015,45.2,2
1545529020911848725,26-07-2015,20.9,1
1493354720273528372,21-07-2014,136.0,1
1515014467968593443,17-07-2013,32.1,1
1753534578890947635,18-07-2014,54.2,1
2127406820998794510,06-08-2014,11.0,1
1730759388727549149,20-09-2014,43.6,2
1866103192452778049,20-03-2014,39.0,1
1753534578890947635,11-02-2015,27.9,1
1660420608478869237,26-05-2015,20.0,1
1256159614026220025,08-09-2013,88.8,1
1920215742929689712,08-07-2015,4.6,1
1194466477226332963,14-05-2014,22.0,1
2030774640124151716,17-09-2013,128.0,1
1448581136833313579,29-07-2013,15.8,1
1606523387300285478,19-08-2014,-32.9,-1
1228328177576975453,09-02-2015,24.3,1
1473180928274234483,11-12-2013,10.0,1
1590966325570323958,11-05-2014,61.0,1
2240904243675894270,04-07-2014,36.2,3
2152546908030943427,14-02-2014,19.0,1
1886000501476150613,27-10-2014,8.6,1
1925296455323025543,14-09-2014,31.2,1
2219127705994555733,20-09-2013,24.5,2
1186019583800461332,24-12-2014,11.7,1
2144019573803930152,22-04-2015,8.6,1
1273945947477168116,18-07-2013,52.3,1
1813904292886055038,15-09-2013,46.9,1
1267156213540551847,28-07-2015,120.0,1
1644302340724296065,22-10-2014,49.9,1
1656289082610536160,27-09-2013,12.9,1
1206213534275854892,20-05-2015,36.9,3
1802892324348348017,03-06-2015,20.0,1
2022395347914563085,22-09-2013,2.9,1
2131428260819918177,10-09-2015,10.0,1
1992996418701957736,10-06-2014,3.5,1
1520016324086613117,19-08-2014,367.5,1
1184936909379435178,05-09-2015,13.1,2
2303813683475068010,30-09-2013,193.2,1
1293441286297754151,29-08-2013,0.0,0
2182607448364502971,17-03-2014,72.9,1
2190165386845877847,14-05-2015,11.0,1
2096548622554383538,01-04-2015,320.3,5
1375478769887985105,17-01-2015,20.0,2
1753842186993855371,12-04-2015,5.8,1
1173470035282580648,08-09-2013,19.5,1
1330049519186623865,06-03-2014,27.5,1
1992996418701957736,20-11-2013,26.0,1
1686612483954806866,07-05-2014,58.8,1
1741629561406656237,14-07-2013,67.9,1
1553918912394353080,02-08-2013,100.0,1
1978922429276924489,29-10-2014,27.3,1
2274977724800441843,23-11-2013,8.7,1
1345660496152113831,17-04-2014,50.0,1
1442748515150592012,06-10-2013,50.0,1
1816235342642391424,19-12-2013,23.0,1
1509420181259176089,18-09-2014,160.5,1
1289150678102403700,22-10-2013,116.2,2
1796570456838853640,15-03-2014,10.0,1
1906915443615134011,10-07-2014,8.4,1
1415451208681493166,04-09-2014,15.0,1
1887346503415728648,07-07-2015,18.0,1
1788099715934800143,19-05-2015,20.0,2
1368678214575410097,06-02-2015,66.7,1
1686612483954806866,19-08-2013,81.0,1
1506499408400369564,17-04-2014,25.0,1
1829447110548945619,20-12-2013,43.5,1
1634759258156584391,03-12-2013,29.3,1
1676522901090844026,23-01-2014,167.4,1
1248658934149234013,03-08-2013,0.0,0
1505877206017952319,21-05-2015,12.0,1
1199828580633375296,17-09-2013,131.0,2
1789222220175573404,07-10-2014,123.0,2
1234268035043973950,24-08-2013,114.4,1
2162981278553707901,20-07-2013,68.0,1
2175888645277455039,31-07-2013,11.4,2
1591847667848244538,10-09-2014,0.0,0
1724900547349350360,18-03-2014,88.7,1
2131769206848106776,12-02-2014,60.0,1
1886424693085712652,19-05-2015,37.6,1
1716723968435626232,26-09-2014,8.0,1
2075116379679779252,16-04-2015,19.5,1
1265331771372099398,02-12-2014,2.0,1
1470061745256829542,02-10-2015,183.0,1
2109397222004401508,25-08-2015,8.6,1
1554479694583629155,02-04-2015,-180.6,0
1585213586243213658,20-04-2015,0.0,0
1412565053523794476,17-07-2014,14.3,1
2163683813415228785,16-07-2013,20.0,2
1609747957568304495,26-09-2014,100.0,1
2204036731632565428,06-10-2014,9.0,1
1758967069607024818,30-12-2014,35.0,1
2299977148178544238,19-08-2015,44.5,2
2214676831155886545,08-07-2014,33.0,1
2137667442010562824,29-07-2013,15.0,1
2301861060115692816,17-05-2015,0.0,0
1254982538453870464,16-03-2014,140.0,1
1939159452792548104,27-09-2015,48.5,1
2254457802118684979,17-12-2014,1.9,1
2137811882821897365,08-05-2014,8.0,1
2237927907350120100,06-07-2015,89.4,1
2130166647331000195,14-01-2014,9.5,1
1788172472453144114,11-08-2013,-379.6,-3
1188559490817561128,29-07-2015,68.3,1
1240833886089397686,30-12-2014,37.7,5
1319806510778807263,16-09-2013,25.0,1
1358822980441568047,21-12-2013,23.0,1
1366266770930701148,13-06-2014,34.9,1
1754247995051557656,03-07-2015,39.1,2
1307684349717359300,26-07-2013,140.0,1
1682656369663051370,19-06-2015,28.1,1
2115372532135961043,30-08-2013,0.0,0
1734851034341530337,27-05-2014,6.4,1
1887346503415728648,28-08-2013,85.0,2
1441724521785220517,30-07-2013,5.6,6
1893200549621587815,31-07-2014,13.0,3
1545872576369950333,01-08-2013,1.3,1
1557684175744708003,19-05-2014,22.2,1
1875722612986588933,21-09-2014,255.3,2
1460882444872340678,21-10-2014,11.0,1
1886424693085712652,03-10-2013,244.0,2
1683158717962382463,27-07-2013,284.6,2
1858735641462232572,21-08-2013,9.0,1
1609269422344471390,07-09-2015,7.8,1
1523140273283358265,09-05-2014,98.9,1
2145723326059566596,07-08-2013,12.0,1
1406581357276827921,17-07-2015,55.5,2
1358369663641722646,08-05-2015,8.0,1
1398640454598814485,04-09-2013,592.5,1
1161828429900927689,24-09-2015,39.1,3
1580477491728089993,06-02-2015,0.0,0
1329712068796613047,16-11-2014,0.0,0
1424385975966760164,13-07-2013,5.0,1
1756427090924420211,04-08-2015,66.4,1
1692130189054251543,01-04-2014,131.5,1
2040267819987675421,11-08-2014,36.3,2
1625312869938383573,13-01-2014,5.0,1
1160997972657343065,11-02-2014,10.8,1
1455866859995707870,15-01-2014,215.0,0
2144019573803930152,11-08-2015,187.0,3
1406475603056739882,26-06-2015,297.0,1
1738785030342782389,30-07-2013,12.0,1
2153544953724636029,04-08-2013,51.6,2
1330049519186623865,27-02-2015,8.0,1
1252062565895185388,12-12-2013,9.0,1
1291931749378701229,14-05-2015,350.0,1
2279067891914289982,21-10-2014,25.0,1
1454660180574363270,11-03-2015,-1.2,1
1831465942786475411,20-12-2013,20.0,1
1392584400810750627,13-12-2013,2.0,1
1403788721654878228,09-11-2013,24.3,1
1483097286226393380,13-08-2014,0.0,0
2044041757509157112,14-12-2013,-10.0,0
1976891183586216942,27-07-2013,0.0,0
1825658710738399668,14-10-2013,55.9,2
1879716621683996308,21-03-2015,3.0,1
1776888317948669657,22-05-2014,14.0,1
1940304830295881555,07-11-2013,6.2,1
1530213059989331524,07-06-2014,182.9,1
2268191151434948662,01-02-2014,0.0,0
2254428478204095795,13-10-2014,22.0,1
1818346157161827807,06-09-2015,38.9,2
2248397648151137986,30-12-2014,161.0,1
1515014467968593443,28-10-2014,20.0,1
1454660180574363270,16-09-2014,62.5,1
2167005832187821814,31-12-2014,9.0,1
1370342627616305081,19-07-2015,89.0,1
1412565682514691687,15-12-2014,36.9,1
2191345522020915596,06-09-2015,130.5,1
1382241133807009613,10-07-2014,1.0,1
1370342627616305081,14-07-2015,44.0,1
2082040431932464307,03-10-2015,3.0,1
2208703604523545268,17-12-2014,45.0,1
1879509705556943271,25-04-2014,36.0,1
1684834756095840662,06-02-2015,16.3,1
1992996418701957736,25-01-2014,8.2,1
1445348900554693747,04-07-2013,8.0,1
2283959207775980171,12-10-2013,12.0,1
1281356876149525656,18-04-2014,32.0,6
1880232284091986703,03-09-2013,43.0,1
1893643947595591344,31-07-2013,300.0,1
1532717260590268812,25-07-2015,60.0,1
1495472753737342484,14-12-2013,43.0,2
1640847452888906817,03-11-2013,10.0,1
1606650134959926134,26-08-2013,6.0,1
1970175002178519092,22-08-2014,50.6,1
1408856570013764074,20-03-2014,20.0,1
1548036035125972366,19-11-2013,127.4,8
1975665901982522468,05-11-2014,450.0,1
2001598329291122295,11-07-2013,0.0,0
2210178787390114238,31-03-2015,123.2,14
1865338233323218255,14-12-2014,56.9,1
1744663476703455085,26-08-2013,-12.3,-1
1306253727778048838,16-11-2013,19.0,1
1580477491728089993,18-07-2013,5.0,1
1700465286897558574,16-02-2014,22.2,1
1880962905046347722,07-08-2015,30.0,1
2134387510775579259,17-03-2015,20.0,1
2212722282286225343,23-12-2014,-32.0,0
1492083305416904688,29-01-2015,155.0,1
1927531236354468536,28-08-2015,10.0,1
1472202676383512644,11-10-2013,22.5,2
1866060926660838814,07-05-2015,2.6,1
1929634834634369034,14-09-2015,129.5,1
2154720332574859475,23-08-2014,15.0,2
1815499861176089118,07-01-2015,1470.2,1
1577141324904956322,13-05-2014,95.5,1
1781057738532585036,15-02-2015,33.1,1
2113566304964269527,02-01-2014,35.0,1
1557684175744708003,30-09-2013,40.0,1
1545529020911848725,07-08-2015,54.0,1
2047541165536431038,25-06-2015,44.7,1
1770703950408759046,20-03-2014,-22.5,0
2116741963487284078,01-07-2013,35.0,1
1507055639878173336,22-12-2013,46.0,1
1938512164398559017,01-10-2015,205.3,1
1261828691135588164,13-01-2015,-21.0,-1
1441724521785220517,10-06-2014,10.0,1
2154720332574859475,27-02-2015,8.7,2
1678789523986879412,27-08-2013,26.9,1
1889456336879790490,15-10-2014,2.0,1
1644302340724296065,14-02-2014,64.9,1
1368123642761489261,10-08-2013,25.0,1
1428788203786690496,13-09-2015,1.0,1
1705537309094633541,03-02-2015,13.0,1
2177453286756311989,23-09-2014,11.8,1
1192775364197261385,10-10-2013,35.0,1
2279594023986188971,10-06-2015,12.4,3
1532717260590268812,22-02-2015,10.0,1
2200106493241631089,31-12-2013,47.5,2
1194466477226332963,27-12-2014,10.1,1
2047779647320084320,02-04-2015,591.5,1
1822318676862772563,23-12-2013,79.0,1
2292360563298059395,18-01-2015,18.0,1
2204036731632565428,06-02-2015,9.0,1
2269478793551784759,08-07-2013,140.0,1
1194466477226332963,16-04-2014,40.1,2
1202987458811048976,06-09-2013,13.0,1
1462118830441958790,07-03-2014,0.0,0
2071383529142844984,08-07-2013,15.0,1
1306253727778048838,19-05-2015,18.0,2
2002791248410647969,05-07-2014,15.0,1
1343295633587481415,14-10-2013,38.6,1
1946294212776791248,02-08-2015,24.0,1
2139876192167025454,02-09-2015,19.9,2
2132977264822720868,27-11-2013,29.1,1
1995437540622078505,05-12-2014,123.9,1
2278775779069778052,10-06-2015,35.0,1
2212748627505082247,04-10-2013,-95.0,-1
1704111845521440147,18-12-2013,0.0,0
1877045726807893459,06-04-2015,124.9,1
1908384606765409796,13-02-2015,49.7,1
1498579126113605394,20-02-2014,80.7,1
1375817001538209982,30-08-2014,19.1,1
2145723326059566596,23-03-2015,60.0,1
1860620485759491277,13-03-2015,51.9,1
2283479228405415092,14-03-2014,88.6,1
1660420608478869237,03-05-2014,33.6,1
1827275433824118331,21-08-2014,13.7,1
2232274071035904858,25-12-2014,0.0,0
1959473563270446852,29-07-2013,6.0,1
1857324554727739718,31-01-2015,48.8,1
1406912100255222044,19-08-2015,199.0,1
