cust,date,tpv,cnt
1170700858882369221,22-09-2015,16.2,1
1382241133807009613,30-04-2014,1.0,1
1961477864920607543,23-09-2014,32.2,1
1209664772463750180,15-07-2014,52.2,1
1843620731875351116,28-04-2015,26.5,1
1259401001240042982,02-05-2015,8.0,1
2279594023986188971,20-05-2015,30.8,4
2058474060696966301,09-05-2014,57.0,1
1245557300487946669,29-07-2013,140.0,1
1233839393078299704,15-11-2014,73.0,1
1230618854740742292,27-01-2015,124.0,3
2220488315194982155,25-08-2013,12.2,3
1553918912394353080,27-08-2013,100.0,1
1866060926660838814,23-04-2014,9.3,1
1228328177576975453,20-11-2014,9.3,2
1531585671057038223,23-07-2015,28.4,3
1875722612986588933,23-08-2015,379.3,3
1452563170310811723,01-01-2014,53.8,1
1807842156133863877,31-08-2013,12.0,1
1755491907732035296,14-12-2014,34.0,1
2030346602749065884,20-05-2014,49.0,1
1192775364197261385,06-03-2015,6.0,1
1801511285922797553,08-05-2014,149.8,2
2039432836327574366,09-12-2013,22.0,1
2048747476100452910,22-12-2014,4.1,1
2055008125254451348,28-02-2014,100.0,1
1945606605183540568,10-10-2013,1.0,1
1572562343357851038,27-07-2013,8.4,1
2182787652711721938,14-07-2013,26.6,1
2113907696473976825,21-05-2015,30.9,1
1718075887439791789,26-10-2014,239.2,5
1532932074678705030,21-02-2015,6.7,1
2219424820033246333,07-09-2015,53.1,1
1450860344949531072,11-04-2014,24.5,2
2180963244079676459,05-08-2013,60.0,1
1329955445290972449,14-07-2015,78.9,1
2109397222004401508,16-09-2015,10.7,1
1738510290283328273,30-01-2014,29.5,2
1687856079381987596,18-08-2013,141.3,3
1169056211771583312,25-06-2014,5.1,1
2105298321254076318,29-11-2014,5.7,1
1718075887439791789,05-08-2015,68.4,1
1460882444872340678,05-08-2014,17.1,1
1837155502922772854,15-08-2013,32.0,1
1245168474916374104,20-12-2013,71.1,1
1775996873744025233,21-08-2013,93.0,1
1730759388727549149,18-08-2013,174.0,2
1603058551237558145,14-08-2013,7.6,1
2062317932396003977,18-12-2014,17.9,1
1691131761176157669,26-02-2014,18.0,2
2287590258941311669,03-10-2014,22.7,1
1940304830295881555,08-08-2013,262.6,4
1467828097500795132,21-03-2014,31.0,1
1590966325570323958,02-03-2015,9.0,1
2139876192167025454,27-07-2013,54.0,11
1282940012256405267,30-11-2013,127.2,1
2079625551452570257,16-02-2015,7.4,1
2207571998395260484,02-09-2013,8.2,1
1718075887439791789,04-12-2014,-15.0,-1
2123244418753889338,05-10-2014,10.0,1
1412565053523794476,12-10-2014,19.0,1
1656350335474068898,15-08-2014,35.0,2
1538725801860493042,03-07-2014,95.2,1
1219159143947895288,23-05-2014,8.0,1
1435167485642443732,10-08-2015,19.2,1
2229093639085300183,27-07-2014,18.0,1
1403788721654878228,30-09-2013,65.9,1
1233839393078299704,01-07-2015,19.0,1
1254274862786788442,12-02-2014,108.2,1
2283662078832292940,09-08-2015,16.0,1
2098673634636618826,01-03-2015,14.0,1
1709046873568863795,17-11-2014,12.2,1
2025294336937505020,19-11-2013,15.0,1
1744212049630426474,24-06-2015,42.0,1
2135468140748831769,09-02-2015,-12.6,0
2111534371479671838,31-07-2013,26.3,3
1554479694583629155,27-10-2014,13.0,1
2090808584320886881,25-06-2014,140.7,1
2097360838259189107,03-04-2014,30.0,1
1517771536074122423,01-02-2014,26.6,1
1893261277118217552,11-02-2015,0.5,1
1658469619312213520,15-10-2013,3.8,2
1606115452303149003,05-08-2014,2.1,2
1636958958444844916,04-09-2013,5.0,1
2220146127569347483,15-07-2013,80.0,1
2294258814099447167,17-11-2013,2.7,1
2154113625401554721,18-09-2014,18.5,1
1350754409281600746,04-07-2013,105.0,1
1356786804869759710,11-07-2013,27.8,1
1798918122879556834,21-02-2014,5.0,1
2190165386845877847,15-03-2015,11.0,1
1427139557570209281,10-04-2014,4.0,1
1640750408313483829,28-05-2014,1.9,1
1777382605556486821,19-08-2013,18.0,2
1468968086983574714,29-03-2015,422.1,5
1489808462967359663,08-01-2014,37.0,1
2102267889296734605,24-06-2014,19.4,1
2073419617425724660,06-05-2015,10.0,1
1976870014294032526,02-07-2013,390.0,1
1754247995051557656,25-09-2015,33.3,3
1723497310797194952,14-01-2014,7.0,1
1502052567330726921,24-08-2015,6.9,1
1302241170340883116,26-09-2015,2.0,1
1797354754238207618,02-06-2015,21.3,2
2278830693632877382,05-03-2015,79.6,1
1392878026459513109,23-07-2015,44.5,1
1530028449134713590,10-07-2013,26.9,2
1738510290283328273,09-05-2014,273.7,3
1266947023205935185,20-10-2013,12.0,1
1740392135570173861,29-08-2014,50.0,1
2127615134719024430,31-03-2015,189.2,14
1769003178736703392,08-07-2013,10.0,1
2204969109995435485,23-06-2014,0.0,0
1730759388727549149,22-08-2015,12.8,1
1312726627637062658,14-12-2013,10.0,1
1402020882044050102,25-04-2015,8.0,1
1288189651784680617,17-03-2014,5.0,1
1169056211771583312,14-05-2014,9.1,5
1553092156247652250,06-11-2014,29.0,1
1934577962783964969,08-12-2013,0.0,0
1224738403491461938,07-08-2013,14.9,1
1711527308774782967,30-01-2015,15.0,1
1520016324086613117,10-08-2015,149.0,1
1163578779063984072,11-08-2015,42.3,1
2052813437952026711,20-09-2014,25.0,3
1351720355991899259,25-06-2014,25.4,1
1320802258167771571,01-06-2015,6.0,1
2130166647331000195,15-03-2015,6.4,1
1867049068433686175,26-08-2015,9.0,1
1434335317074880490,01-03-2014,346.0,2
1289117780452875858,11-09-2013,300.0,1
1457212932177508865,05-04-2015,11.0,1
1825658710738399668,22-08-2013,35.0,1
1975584729538778211,10-09-2014,10.5,1
1934724733851730390,21-02-2014,37.2,2
1392110492253441377,30-08-2013,36.4,1
1893261277118217552,14-11-2014,0.5,1
1970175002178519092,30-11-2013,100.0,1
1908584733503035566,24-07-2013,66.5,1
1415451208681493166,23-11-2014,37.9,1
1906012949500231767,10-06-2014,4.0,1
1738510290283328273,05-12-2013,247.6,1
1959928566839326349,04-05-2015,-10.9,0
1410072900167484967,23-08-2013,-97.0,-1
1682704434195165306,20-02-2014,290.6,2
1996846150599721833,17-06-2014,4.9,1
1756138385971377030,24-04-2015,265.0,1
2029883919800010267,03-07-2013,15.0,1
2073419617425724660,18-04-2015,25.0,1
1918779577023378136,03-08-2014,0.0,0
1745473322846524601,27-06-2015,20.0,1
2030079123137074375,19-01-2015,26.5,1
1227882623719821381,25-07-2013,9.0,1
1734100240766996996,06-07-2013,775.0,1
1983172289838200856,19-07-2014,44.6,1
1460433015439669550,29-01-2014,200.0,1
1648423831379505754,31-07-2013,26.5,1
1341746781037001978,11-06-2015,25.0,1
1769363468035873584,19-05-2014,15.0,1
1770593075240011114,24-02-2015,9.9,1
1525561559439643794,06-09-2013,8.0,1
1164845777460116513,25-07-2014,9.5,1
1259401001240042982,10-01-2015,100.0,1
1705255827629375906,21-03-2014,-48.0,0
1370342627616305081,27-07-2015,57.8,1
1170225222362872196,06-10-2013,104.2,1
2214397750900923421,01-11-2013,41.0,1
1865769519170772445,26-01-2014,65.0,1
1348487818442620871,06-08-2014,10.0,1
1454660180574363270,10-10-2013,171.6,2
2252137579451135922,28-08-2013,0.0,0
2235261686771737668,11-09-2015,8.7,1
1617077191134857133,02-07-2014,30.0,1
1520016324086613117,11-09-2014,432.1,1
1977536058569756731,29-12-2013,8.3,1
1757613554341446166,22-08-2014,60.0,1
1175536480498663601,03-05-2014,5.0,1
2299977148178544238,05-02-2015,21.0,1
1601864139579179954,18-03-2014,6.0,1
1734851034341530337,26-05-2015,64.6,2
1667432711487642434,17-07-2013,48.0,1
1917348277243270068,23-12-2013,15.9,1
1233997136819710877,14-01-2015,16.0,1
1746141016523109041,02-10-2015,8.0,1
1744212049630426474,28-09-2013,22.9,1
1626167971543788227,22-04-2014,28.3,1
1875722612986588933,26-09-2015,41.5,1
1773084577501460179,01-08-2013,39.0,1
1472202676383512644,11-08-2013,10.0,1
1467828097500795132,12-09-2015,7.0,1
1827920147092312423,19-06-2014,6.0,1
2279594023986188971,17-09-2014,21.5,3
2284006645564259146,28-05-2014,9.9,1
1471602670902209700,22-01-2014,77.0,1
1160917050338011402,18-02-2015,39.8,2
1740014339995888263,18-02-2015,5.0,1
1593566655643985912,15-01-2015,10.0,1
1259401001240042982,30-04-2015,25.0,1
1312873420808791315,12-07-2014,1.4,1
2186832465128012309,06-12-2014,1.2,1
1375478769887985105,25-12-2014,10.7,1
1509420181259176089,27-03-2014,6.0,1
2163683813415228785,17-10-2014,10.0,1
2227568609563410500,20-08-2015,100.0,1
1558430000999111777,04-10-2014,26.0,1
1236377371112560596,08-01-2014,0.0,0
1979219604365670013,07-05-2015,11.0,1
2177235196012615042,29-04-2015,1.0,1
1270408471945735932,07-10-2014,500.0,1
1962420115245833707,04-08-2015,18.5,1
1454875310077530690,26-12-2013,0.0,0
1222099638127173918,23-04-2014,119.9,2
1439155166048579582,14-11-2014,303.0,1
1979170834887607315,14-10-2014,7.5,1
1788287763624603437,22-07-2013,11.7,1
1233997136819710877,25-02-2015,25.0,1
1648660207968474599,29-08-2015,18.0,1
1738185727870296382,31-03-2014,5.2,1
1487913728125617574,12-08-2014,8.7,1
1663929876528992365,07-12-2014,1.0,1
1983723405319249341,11-04-2015,65.9,2
1373502516201566706,20-03-2015,7.9,2
1927174403388170694,22-04-2015,10.0,1
1492083305416904688,31-07-2013,8.0,1
1601388426336920585,24-03-2014,10.0,1
1632385257617827106,02-12-2013,30.0,1
1220039223348186962,16-05-2015,31.0,1
2212030102645249659,18-08-2013,-4.0,0
1683440192891031106,01-12-2013,222.2,1
1738510290283328273,02-01-2014,103.6,1
1591956283361998802,11-05-2014,26.0,1
1880232284091986703,21-12-2013,24.8,1
1429229871142946943,13-12-2013,12.0,1
2071503340194211998,09-04-2014,136.5,1
2141081787930572911,26-09-2015,5.0,1
1767353786021905992,15-07-2013,10.0,1
1662681746161612617,21-11-2013,4.9,1
1891393619800293100,16-05-2014,8.6,1
2130166647331000195,17-12-2014,195.0,2
1660420608478869237,13-04-2015,1144.3,4
2145723326059566596,16-05-2015,209.2,1
1653031383552413976,06-02-2015,342.5,1
1471443969230959078,21-08-2013,95.0,1
1754247995051557656,19-09-2013,58.9,1
1553951508414008372,11-09-2013,167.2,1
1999051804193819215,19-09-2013,23.4,1
1321230717441060900,14-12-2013,0.0,0
1656289082610536160,28-08-2013,12.4,1
2137811882821897365,30-07-2014,15.5,1
1240003186068875213,05-01-2014,54.0,1
1454660180574363270,17-09-2015,1375.0,1
1548036035125972366,11-09-2015,17.0,1
1553951508414008372,05-11-2013,181.4,1
1521941965474134302,01-08-2015,235.0,1
2299775029928673181,11-11-2013,4.8,1
2094378952655295477,01-10-2015,8.0,1
1358946094739496714,18-05-2015,6.3,1
1707672544034281485,23-10-2013,128.2,1
1225343110573427661,29-06-2014,259.0,1
2002791248410647969,14-10-2014,10.0,1
1441724521785220517,31-10-2013,7.6,5
2004050668549675430,30-12-2013,0.0,0
1775752698069682102,18-10-2013,25.0,1
1411206630425008657,02-09-2013,7.0,1
2274110308773162509,07-10-2013,10.7,1
1890529687161754216,17-05-2015,88.0,1
1814906485312786118,07-09-2013,60.9,2
1753534578890947635,18-08-2015,14.0,2
1449669027606455627,12-08-2013,667.1,0
1660420608478869237,04-12-2014,297.7,6
1184613101170749245,04-05-2015,30.0,1
1302884661107608135,02-02-2014,23.5,1
1533604508246472623,12-02-2014,-19.5,0
1517350859551142351,11-08-2013,-272.5,-1
1706464297189887733,06-12-2013,170.7,1
1525561559439643794,28-04-2015,577.8,1
2185633149108979845,27-07-2013,137.0,1
1934724733851730390,31-10-2014,69.5,2
2081196917185172102,28-09-2015,20.0,3
1740014339995888263,22-02-2015,18.0,1
2219153546161190729,01-08-2014,1.5,1
2228869778192717960,07-05-2014,38.0,2
1224916632710783709,19-07-2013,1393.0,10
1353646807280206984,17-05-2015,18.0,1
1656181320183923554,12-04-2015,18.0,1
1395550474973806711,27-07-2013,55.5,3
1353646807280206984,16-03-2014,7.7,1
2242549988940976643,08-02-2015,50.0,1
2119325208113179719,31-08-2013,37.0,1
2147905218802053418,30-07-2013,0.2,1
1925586837500507592,12-03-2014,78.0,2
1883700677202160733,21-07-2013,90.7,3
1169056211771583312,16-04-2014,49.4,27
2070505945644662896,02-09-2014,45.0,1
1681266057786904076,10-05-2015,90.0,1
1184936909379435178,24-11-2013,45.0,1
1189890672683982173,30-01-2015,45.0,1
2134330322462696416,09-12-2014,23.0,1
1272732860491583528,01-11-2014,249.0,1
1556496162211327246,30-05-2015,35.0,1
1414967998089084725,13-12-2014,15.9,1
1502214354181182367,12-05-2015,10.9,2
2097360838259189107,28-03-2015,86.0,1
1379828365361553378,23-06-2014,64.2,1
1228328177576975453,10-09-2015,35.0,4
2127004033646972035,02-01-2014,5.0,1
2058846989631198413,18-02-2015,1.8,1
1390244608993479683,20-08-2014,-22.0,0
1791791582702684397,15-03-2014,3.9,1
1775054816472773060,29-07-2013,68.9,3
1591847667848244538,21-08-2014,0.0,0
1353400306301337580,20-07-2015,35.0,1
2064057571872339337,17-08-2014,18.0,1
1962420115245833707,09-07-2015,18.5,1
1860126810349726182,14-01-2015,62.9,1
1939176431502981312,22-07-2014,10.0,1
2215134047523060492,20-08-2013,20.0,1
2139207925189197321,08-07-2013,11.5,1
1233997136819710877,22-01-2015,29.0,2
2267940087544452431,24-12-2014,15.0,1
1506840325027061952,24-08-2013,5.0,1
2239229495630568806,07-08-2014,15.0,1
2080925706969447664,17-08-2015,36.2,2
2283479228405415092,08-08-2013,62.7,1
1221292087887134719,12-11-2014,-59.4,-1
2300411292967349226,14-11-2014,0.0,0
1818418986930380973,14-01-2014,48.6,2
1718075887439791789,28-04-2014,198.0,1
1492835373815360136,26-06-2015,42.0,2
1919449692175655384,14-07-2013,50.5,1
2274977724800441843,27-10-2013,99.9,1
2294799033834189743,25-05-2015,0.0,0
2072293162520659951,17-08-2014,82.0,1
2097360838259189107,23-10-2014,23.6,1
1625163971522687165,24-09-2013,165.0,1
2248397648151137986,27-08-2015,35.0,1
1837282494021709225,05-07-2014,10.9,1
1370342627616305081,19-09-2015,113.4,1
2302564370573882483,02-08-2013,28.0,1
1382241133807009613,09-12-2014,41.0,1
1704523665540122786,10-03-2015,27.7,1
1455866859995707870,07-08-2015,94.1,3
1930576223658701883,26-08-2013,6.0,1
1918779577023378136,05-05-2015,10.0,1
1759504378183415973,11-10-2013,9.9,1
1438711332905363373,19-08-2013,15.0,1
2301882840943571690,11-02-2014,17.9,1
2154720332574859475,25-07-2014,57.4,1
2265803919533053692,02-06-2015,8.6,1
1271841778199155786,28-05-2015,-54.6,0
1673306193966240707,14-04-2014,8.0,1
2218842623682421731,29-05-2014,8.0,1
1745473322846524601,22-07-2015,18.0,1
1306253727778048838,19-02-2015,5.0,1
1512982960974890377,11-01-2014,0.0,0
2018153080515388584,09-09-2015,5.0,1
1371759706504159851,21-08-2014,480.0,2
1831465942786475411,06-01-2014,3.3,1
1978922429276924489,22-09-2013,36.1,1
1452563170310811723,21-06-2014,52.0,1
1695568768004044992,24-09-2013,22.4,1
1660882424358133081,16-02-2014,28.7,1
1640076410795219720,07-08-2013,0.0,0
1867002670813705092,26-08-2015,39.1,2
1355993879754268192,11-10-2014,0.0,0
1753938257304373626,15-07-2013,65.0,1
1635001382438047836,22-09-2013,39.5,1
1827920147092312423,15-08-2013,43.0,1
1619359613320858851,03-03-2015,39.5,2
1765964898844086739,24-03-2014,42.4,1
1358672544772029230,13-08-2014,6.9,2
2177235196012615042,25-05-2015,54.2,2
1792939241612548077,27-04-2015,20.0,2
1424385975966760164,01-08-2013,30.0,2
1662681746161612617,10-11-2013,99.0,1
1375206941346096148,30-08-2013,7.0,1
1903640403420512727,20-07-2013,34.0,1
1893882987465561007,29-08-2014,95.0,1
1511346592425184536,04-08-2014,16.5,1
2201175242835297333,07-01-2014,25.1,4
1580694718409981657,23-05-2015,15.0,1
2298100311284844182,31-07-2013,24.0,1
1835118283406969346,21-07-2015,-40.0,0
1579054478165808707,25-09-2015,14.0,1
1470061745256829542,19-05-2014,25.0,1
1825658710738399668,27-12-2013,134.3,2
1270408471945735932,29-07-2013,187.0,2
2262900066271756766,16-04-2015,68.6,1
1435167485642443732,18-04-2015,53.0,1
1538725801860493042,12-02-2015,22.7,1
1389366988486337730,02-07-2013,255.0,1
1397637921948546607,26-02-2014,38.5,2
1875722612986588933,09-12-2014,942.4,2
2081196917185172102,26-04-2014,15.0,1
1469751655085954188,11-09-2015,4.7,1
1591956283361998802,11-02-2014,17.0,2
1981292804568496610,07-06-2015,5.0,1
1709046873568863795,07-07-2014,13.0,1
1635001382438047836,28-07-2013,58.0,1
1711527308774782967,01-03-2015,43.2,2
1270408471945735932,24-02-2014,55.0,1
1442295863991390203,19-07-2013,5.5,1
1753534578890947635,20-07-2014,30.7,4
1434335317074880490,19-04-2014,100.8,1
2294799033834189743,09-09-2015,4.5,1
2106813461302337275,10-10-2014,7.0,1
1364310942742993084,24-08-2015,100.0,1
1612355607709415323,25-09-2014,20.0,1
1530213059989331524,07-09-2014,4.4,1
1419804527510544450,05-07-2013,0.0,0
2225474117200579106,10-08-2015,-1.0,0
1482965185308096978,22-11-2013,152.4,1
2119000303229548781,18-03-2014,5.0,1
2201175242835297333,21-01-2015,23.5,1
1554706521971789130,24-08-2015,47.9,1
1852627693711596015,23-01-2014,110.0,1
1352873652792868592,01-09-2015,20.0,1
2164621094194834738,04-07-2013,6.5,1
1541870450467595108,11-01-2015,15.3,1
1676522901090844026,25-06-2014,10.0,1
1507756292310410408,01-05-2014,114.0,1
1609269422344471390,30-05-2015,60.9,1
1225915775030138514,06-03-2015,6.3,1
2255620030871940129,10-05-2014,58.5,2
1364678563492772828,09-11-2013,0.0,0
2088274252256989301,19-03-2014,59.9,1
2135468140748831769,02-10-2013,18.3,1
2043183761024396201,31-03-2015,26.0,1
1849849220636686802,11-07-2013,19.8,1
1357467658906335144,10-09-2013,0.0,0
1684827619079990441,06-06-2015,24.9,1
2279467817620019555,16-04-2015,135.0,2
1592670984560271084,08-04-2014,41.5,1
2139609774925861444,17-12-2014,484.0,1
2190302466805106627,08-08-2013,19.0,1
1270408471945735932,06-04-2015,250.0,1
1662681746161612617,22-02-2014,50.0,1
1978922429276924489,06-08-2014,8.7,1
1873414840062750020,19-03-2015,6.0,1
1473729593335873554,21-12-2013,115.7,1
1376242581245636739,17-04-2015,12.4,1
2006113482291894906,09-04-2015,30.0,1
1228328177576975453,17-10-2014,103.5,1
1606523387300285478,23-10-2014,5.0,1
1709090686060674802,20-03-2014,9.4,1
1723497310797194952,07-05-2014,119.5,2
1471602670902209700,12-01-2014,22.0,1
2043210005120182219,08-10-2014,60.6,1
1350932739623993148,04-12-2013,50.0,1
1553528504240873661,01-05-2015,16.0,1
1744223456860210360,04-08-2013,31.5,3
2106679255189355924,11-02-2014,588.0,1
1993184806664580885,15-04-2015,9.0,1
2204969109995435485,11-04-2014,-51.3,-1
1705718123343559267,30-01-2015,7.9,1
2255620030871940129,27-04-2014,32.9,1
1571093015787386937,06-11-2013,26.2,1
1558904143345768590,11-08-2014,313.2,1
1831465942786475411,11-08-2015,16.4,2
1472125538166575302,26-02-2015,86.4,1
1843620731875351116,15-11-2014,184.1,1
1865338233323218255,02-06-2014,95.0,1
1241966649379549619,20-11-2014,8.0,1
1401220506899675396,18-12-2013,0.0,0
2284694047593450886,29-09-2013,322.7,1
1893882987465561007,03-04-2015,5.0,1
1818346157161827807,16-09-2013,103.2,4
1784824502487036242,21-10-2014,26.0,1
2088054702517633614,31-07-2013,35.9,1
1548036035125972366,25-10-2013,50.0,1
1274568762874631021,04-08-2015,37.0,1
1452950766076595691,27-12-2013,54.3,1
1843620731875351116,17-11-2014,50.9,1
1979219604365670013,22-11-2013,28.5,2
1468968086983574714,27-09-2015,268.2,3
1182679561004851030,05-07-2013,73.0,1
1464597875302950741,02-03-2014,34.1,1
1184870137815486520,02-01-2015,12.8,1
2174850728211647906,13-07-2013,40.0,1
1207502566737617956,10-12-2013,-6.0,-1
1979219604365670013,05-04-2014,22.0,1
1825002081004005963,06-04-2015,54.0,1
1691131761176157669,01-04-2014,27.0,2
1733040850736648916,20-02-2015,63.0,2
1760654766784736804,28-10-2013,59.0,1
1169056211771583312,13-06-2014,12.5,5
1502052567330726921,16-04-2014,21.9,2
2010332506852759268,12-12-2014,9.2,1
2207966585852683612,24-08-2015,25.0,1
1612355607709415323,12-06-2014,43.5,2
1520531729425085130,30-06-2015,18.5,1
1392611937291014685,28-08-2015,16.8,1
1460433015439669550,25-08-2014,27.0,1
1259863402261491050,13-05-2014,100.0,1
1517771536074122423,02-05-2014,3.7,1
1858283686063597783,08-10-2014,-145.0,0
1577052570886189919,25-07-2013,35.0,1
1397245403599195083,11-09-2013,30.8,2
1418200753860356437,03-10-2015,2.3,1
2000306813282039898,02-06-2014,0.0,0
1553918912394353080,07-09-2015,50.0,1
1609747957568304495,15-07-2013,133.0,1
1275765201983360213,04-11-2014,40.0,1
2175888645277455039,06-08-2013,108.9,8
1488594114935924814,07-09-2014,8.0,1
2219153546161190729,14-09-2015,57.9,1
1503229579197462511,31-07-2013,323.9,2
1520531729425085130,31-07-2014,29.0,1
1310230667771251726,18-04-2015,100.0,1
1953464680656548104,02-06-2014,100.0,1
2282212342156300223,17-08-2015,13.6,1
2139609774925861444,02-08-2013,96.0,1
1958754473076048222,22-12-2014,30.0,1
1892382081939776018,02-07-2015,14.8,1
1809776841726041632,22-11-2014,7.0,2
1423691352337631390,10-08-2013,127.0,2
2216016366009804438,28-11-2013,6.4,2
2106813461302337275,20-08-2014,9.7,1
1472125538166575302,23-03-2014,469.2,1
1931630933220721357,07-09-2015,40.0,3
1704111845521440147,15-11-2014,0.0,0
2154412510434152236,09-07-2013,250.0,1
1754247995051557656,26-08-2013,130.4,2
1269242847198022175,16-04-2015,41.8,1
1227062156101306791,07-12-2013,241.8,1
1322138299785209919,23-12-2013,0.0,0
1808708436180892267,16-08-2013,12.8,1
1763079277323112573,15-12-2014,91.5,1
2129875555255665029,16-07-2013,423.3,1
2210178787390114238,26-01-2015,32.1,1
1653447458675455896,12-04-2014,8.1,1
1890283445548748761,31-07-2013,81.0,1
1449669027606455627,18-09-2013,120.0,1
1815499861176089118,17-01-2014,65.8,1
2092565451152716329,13-08-2013,12.0,1
1754247995051557656,23-02-2014,18.4,2
1626942821323184334,09-08-2015,47.7,1
1186019583800461332,22-10-2014,15.3,1
1164775809746153300,24-03-2015,168.0,1
1847006099056213428,06-06-2014,59.4,4
2098673634636618826,02-07-2014,48.6,2
2019665199857769476,25-04-2014,0.3,1
1955875179437848785,04-08-2014,75.2,1
1603357579354091019,07-09-2014,18.0,1
1192591987790405727,12-08-2015,9.9,1
1852136205734315094,20-07-2013,30.4,1
1304274877629582747,10-11-2014,-128.0,-1
2068360649971445046,01-07-2013,160.5,3
1239411588856225585,24-04-2015,11.8,1
1569249810488949706,01-03-2014,0.0,0
2002791248410647969,30-12-2014,60.0,1
2218667537628303613,18-05-2015,-20.6,0
1854942436934751524,24-07-2013,240.0,1
1313953351091143798,21-08-2013,40.7,1
2039999314703885598,23-07-2013,167.2,4
1460433015439669550,02-10-2015,11.5,1
1753842186993855371,15-01-2014,-190.0,-1
1482118588396373242,12-07-2013,15.0,1
1586634048622228637,14-02-2014,30.8,1
1298052787655602617,02-02-2015,2.0,1
1467828097500795132,02-12-2013,30.5,1
1434799739777781101,10-05-2015,15.8,1
1218681204227835225,26-08-2013,239.4,4
1263515990047694661,25-08-2013,73.0,1
1408856570013764074,21-08-2015,60.0,1
1219906184814731955,20-03-2015,8.5,1
1239411588856225585,08-12-2013,6.5,1
1964284348287941318,09-11-2014,109.1,1
1785635431217048235,07-02-2015,8.0,1
1205980283650747763,27-05-2014,106.8,1
1585834410480858207,07-03-2014,51.2,2
1626942821323184334,01-03-2015,42.0,2
1875722612986588933,29-01-2015,644.6,1
1619285865434834324,05-07-2013,32.0,1
2170135699977789002,25-03-2015,18.8,2
1227882623719821381,30-10-2014,1.4,1
1832488523653673647,13-07-2013,194.3,1
2166144380441042960,26-05-2015,40.0,1
1809776841726041632,18-03-2014,100.0,1
1859160476967688196,02-09-2015,18.6,1
1926036142226792627,29-08-2013,8.6,1
1744212049630426474,09-07-2013,-1.6,-1
1964284348287941318,16-12-2013,18.0,1
1401085892264852663,15-04-2015,300.0,1
2119325208113179719,16-08-2013,1.0,1
1867049068433686175,04-08-2014,19.0,1
1427139557570209281,11-01-2014,67.0,1
1978922429276924489,15-07-2014,-195.7,0
2177453286756311989,02-05-2014,19.6,2
1959928566839326349,03-09-2013,150.0,2
2262038129688870981,22-08-2014,138.0,1
1703295450977257532,30-01-2015,-32.0,0
2144286507938256858,23-06-2014,30.0,1
2215085473754530829,17-07-2013,3.7,1
1580694718409981657,20-02-2014,60.0,5
1805525441255363810,08-07-2013,10.0,1
1695568768004044992,22-08-2015,5.9,1
1348155065623714737,02-03-2014,8.5,1
1728580990094605331,18-05-2015,24.6,1
2003917230679760016,01-08-2013,18.0,1
1936017986296740869,19-06-2015,2.2,1
2144019573803930152,31-03-2015,42.8,1
2297332794181548272,30-09-2015,18.1,1
2298972700633440237,30-03-2015,19.2,1
1972881848234795894,23-02-2014,63.9,1
1267156213540551847,14-09-2014,185.1,2
1414400922370434999,03-07-2013,18.3,1
1270408471945735932,08-02-2014,68.3,2
1379283306556474882,27-07-2013,40.7,1
1517236471641440562,29-07-2013,2.0,2
1982434223342294594,11-08-2014,44.0,1
1378148604330392024,29-08-2014,121.3,1
2030079123137074375,29-12-2013,0.0,0
1395550474973806711,28-10-2014,0.0,0
1788099715934800143,02-05-2015,28.9,3
2255499273527096447,12-01-2015,18.0,1
1550570635437971252,31-12-2014,10.8,1
1800124874022475855,20-09-2014,0.0,0
1801151224749429387,22-07-2013,99.0,1
1730759388727549149,11-03-2015,156.5,1
1180730870854564788,31-05-2015,54.0,1
1669198444727578535,06-01-2015,54.5,1
2266254718023681891,14-08-2015,124.0,1
1348906600336162602,08-09-2014,29.4,1
1235444885146080269,28-04-2015,5.0,1
1533604508246472623,02-05-2014,67.0,1
2131769206848106776,17-03-2015,22.3,2
1217818537227837471,27-12-2013,6.5,1
1503229579197462511,13-09-2015,18.4,1
2263792617160508339,22-05-2014,7.3,1
1280311010433869491,12-10-2014,40.0,1
2282212342156300223,15-09-2015,14.1,1
1702089512743111026,09-07-2014,1.1,1
2054548220797470475,10-09-2015,1248.0,1
1480065684393180272,30-12-2013,17.1,2
1930565156652455052,02-12-2013,310.6,1
1261201162599666078,27-07-2013,9.0,1
1769362758138020467,25-10-2013,2.1,1
1357927555706569046,02-07-2013,56.2,1
1404949736275052202,10-07-2013,14.4,1
1667395654799568919,01-12-2014,37.9,1
1302884661107608135,30-03-2014,20.0,1
1395550474973806711,31-10-2013,16.0,1
1392611937291014685,26-09-2015,24.6,1
2075012583844026583,05-09-2014,7.0,1
1163578779063984072,28-05-2014,20.0,1
1907475514018708712,18-09-2014,29.7,1
1655235865587369459,29-07-2013,109.9,1
1946272367940154535,25-04-2014,63.7,1
1887667895917619979,13-01-2014,8.0,1
1419928070546429734,09-07-2013,30.8,1
1380951866330408342,26-11-2013,7.6,1
1885561238035031292,01-02-2014,18.9,1
1505877206017952319,16-11-2014,89.6,1
2117836713434296756,16-04-2014,0.0,0
1917354473171408787,20-07-2013,30.9,2
1480065684393180272,10-01-2014,30.8,1
1655235865587369459,23-09-2015,179.1,3
1861367812738129054,01-11-2013,5.0,1
2067785180480641327,27-06-2015,17.9,1
1288189651784680617,05-06-2015,7.5,1
1606650134959926134,04-09-2013,51.9,1
1373134964517802337,10-05-2014,45.3,3
1386534364034137591,29-08-2013,90.0,1
