"","x"
"211042",0.933926457947427
"181949",9.53004074919443e-06
"143690",0.990617506207805
"198131",0.9997362905599
"195473",0.164103386015327
"201575",0.999178004316629
"216526",0.869399815274668
"195116",0.158107065173355
"161210",0.829679775767715
"192304",0.63048278024853
"123166",0.971688951909894
"157146",0.99418762355734
"128687",0.995726737832423
"134257",0.999719942033631
"229644",0.995122945621337
"186228",0.912730788011332
"195824",0.461306055501829
"120506",0.993513911113143
"221898",0.998317580020974
"169553",0.954206372152321
"183797",0.902254366397021
"205047",0.953305229084215
"122548",0.604679289163374
"229799",0.838263614799151
"176340",0.921767867276868
"140049",0.987624510507195
"164835",0.909750473228226
"193628",0.958802469289333
"131012",0.971648295830692
"206539",0.993293445999899
"174713",0.994455907564875
"182590",0.9985835496224
"225437",0.161934807528314
"147149",0.999177062567592
"134210",0.0108670386203997
"225274",0.995933645491
"132978",0.997859709545626
"134546",0.977738252616799
"183076",0.976322145620586
"172081",0.999723770305828
"204796",0.996726296917027
"138722",0.959596153466057
"209717",0.947019109476484
"129077",0.997227009832012
"186690",0.597245002104435
"118727",0.34729636604143
"204866",0.997105216760546
"192924",0.999731569875795
"201099",0.99907293501048
"157925",0.987394989437941
"163591",0.158789247101006
"143028",0.983717206684406
"181091",0.991297546679914
"158493",0.0786566569137175
"136536",0.980461402850312
"118640",0.995662087123809
"203262",0.593897642099556
"174910",0.0125407958001789
"167616",0.999066419039215
"142452",0.00483114288797858
"147598",0.997534965245652
"225996",0.990265956254034
"132270",0.0117781413408495
"185487",0.982682996009552
"144961",0.772611341768343
"200867",0.997329668283782
"165378",0.99971397385036
"164476",0.464520245727386
"136353",0.237834597729311
"157398",0.000381633871660319
"216542",0.000359908631013177
"144779",0.588018576082516
"184523",0.00070208729918892
"117851",0.770620834916264
"168255",0.115639974797548
"174161",0.999146808099401
"199363",0.999148629762493
"151787",0.999721423466099
"187055",0.0596931935606145
"217783",0.98579285378227
"225650",0.944334014264262
"146480",0.984152400045637
"228588",0.99849487211006
"219243",0.99840928760329
"184102",0.999727685439853
"131382",0.999100670482217
"210004",0.984980194242711
"197460",0.906893033299831
"153979",0.99972536147433
"208985",0.0623228504687968
"223382",0.0193610863658032
"205128",0.307309870308072
"149239",0.41672363977029
"148689",0.0222099911234676
"175062",0.915473565169708
"218739",0.86227677901902
"165383",0.984251376268401
"149582",0.968911693253774
"150735",0.99909754316497
"131004",0.000551939539586358
"221046",1.05620345379816e-10
"153519",0.953815357160868
"224161",3.07437947818422e-07
"207172",0.999723949740811
"178929",0.996883588559451
"173047",0.230322380419862
"160475",0.56911839432549
"142126",0.980992120665608
"167417",0.958693152611603
"154921",0.970603454039968
"180620",0.953629794037621
"222731",0.87463443440546
"193403",0.00444788522836228
"160468",0.000118813493957802
"217387",0.162651149236017
"159645",0.670859325130918
"159288",0.0356805975051236
"164226",0.997501253429314
"188503",0.0398723459842216
"157928",0.150759646898262
"152713",0.986325159480074
"164689",0.303015256717285
"184617",0.997988719476292
"212843",0.815566516404049
"200556",0.629438722759852
"191714",0.982869444199117
"155159",0.00182838654583845
"123380",0.999734312479658
"158825",0.992929904557527
"158217",0.679752124984101
"129316",0.985800762412827
"223751",0.202154214694672
"162659",0.968647429395174
"126961",1.14142735563182e-13
"212962",0.997963656764356
"192482",0.980645369600708
"158374",0.483672815130793
"222207",0.953399566299431
"142579",0.999148952422127
"136754",0.71811489923463
"191157",0.896281323002246
"156854",0.905170517411843
"215744",0.998340026772771
"213895",0.00023442149260951
"208626",0.990954371176515
"170713",0.995175157078664
"218465",0.459139142377243
"145984",0.00182312349658285
"141611",0.996596804121366
"133231",0.961333704545039
"168618",0.989455885630039
"136865",0.564624569716922
"120618",0.88511294580194
"127085",0.164470584333748
"210256",0.601760535242824
"174266",0.957936006747155
"173896",0.00188991408677601
"204057",0.990658754710605
"165644",0.146422838079429
"225102",0.00543329677040262
"173497",0.982893524703751
"155494",0.996433214532179
"209003",0.000992924093171066
"198805",0.925493173841144
"161117",1.47702121185296e-06
"169173",0.000621496175972533
"139591",0.225737187086782
"144790",0.983205029147433
"141210",0.158789247101006
"194529",0.994131707236859
"169537",0.920151114344133
"201244",0.999718450197538
"176912",0.999715051107561
"172696",0.864849197104938
"145149",0.00107764365512853
"186243",0.83017408818984
"221767",0.998634199259971
"118871",0.993006975240913
"217008",0.158447407976144
"159488",0.911425799567984
"116217",0.995292674895655
"214643",0.420651410312321
"161309",0.993685249181099
"157076",0.161934807528314
"163796",0.977081313938693
"129989",0.15609588414657
"163769",0.991940095032001
"192959",0.973206198683954
"131494",0.998514417388451
"149593",0.978518167349339
"130449",0.991890515836488
"200985",0.751990023452597
"128550",0.772850377545646
"229787",0.979258417059754
"192073",0.729339101541892
"122626",0.994940108076698
"120666",0.757539357275601
"218615",0.999093113047755
"117944",0.99973375204995
"193679",2.15738159123207e-11
"128461",0.159132592511301
"222740",0.999731278263205
"203510",0.161934807528314
"149043",0.995958183129574
"123379",9.49683538490123e-08
"171398",0.917946984632087
"137034",0.224660677815387
"146914",0.994867406394357
"219117",0.998995002941931
"121259",0.15676046097765
"127558",0.00195712879408024
"192557",0.999716114492175
"162378",0.0513059442905883
"216692",0.159823842487894
"212994",0.618648921705275
"172597",0.94176273924985
"167236",0.999090819600635
"135380",0.9220123185672
"177895",0.163011747569998
"207165",0.999715769723428
"194908",0.584904226802762
"204900",0.0209519817949113
"209110",0.000156883797455952
"230199",0.0249097659824689
"128233",0.997490289235288
"122402",0.99197519577732
"138297",0.984159190897037
"176397",0.715779644374987
"211700",0.937535663801302
"177381",0.000115998018842892
"211374",0.987470497611645
"131017",0.902194979527717
"159676",0.250636697615613
"120110",0.717678889436354
"144637",0.990876825215671
"174174",0.807181786924356
"165746",0.94688815029396
"219244",0.814178624099827
"216182",0.999727685439853
"177850",1.26041354647421e-07
"216045",0.0764617436982841
"182981",0.748342355282646
"203739",0.815341335076882
"123299",0.979956039068222
"173503",0.97064294381476
"178191",0.874171679763545
"148342",0.684658033004251
"115563",0.516346730971935
"128229",0.0605710172781622
"152631",0.0748550780952457
"221480",0.474343470009676
"213562",0.95610708390584
"210579",0.981605765666484
"139358",0.154790957315401
"213662",0.999159510242674
"192270",0.965214947277677
"156800",0.321707040533101
"126330",4.3460893733825e-06
"140206",0.990897887309248
"162770",0.0402362258442846
"175028",4.81490515618254e-13
"168892",0.441217350961268
"198744",0.817049658355444
"198303",0.638157399817298
"119572",0.164839461176468
"138570",0.936197828462189
"179637",0.825512429590098
"128977",0.997692542236408
"209431",0.906168976719374
"192427",0.0311008005515496
"230272",0.977970891991031
"180337",0.999130876235198
"198116",0.0134280439482802
"199689",0.980003750422321
"164621",0.999719726374334
"195006",0.0031426527087742
"217125",0.983262590573844
"187996",0.996923957827128
"158227",0.927840761345377
"220990",0.0296621316889462
"186856",1.32887744340788e-14
"198522",0.44293446363675
"139135",0.753718201785535
"164847",0.819071891792783
"127129",0.996389841256849
"196192",0.164839461176468
"115481",0.00192079801469627
"123607",0.839068674882103
"163056",0.987710471106715
"136757",0.981845606594417
"157208",0.486548721012303
"149450",0.16521002816656
"172160",0.943589515319415
"121902",0.969200955156271
"186945",0.968176638340134
"174809",0.00611043652762012
"206015",0.999168593573746
"211119",0.949006516310925
"161399",0.0876266517231261
"157885",0.997014280296152
"184680",0.054496543550829
"195477",0.387131850036789
"146917",7.66353767756587e-06
"164926",0.144019245077354
"213649",0.838794792952379
"219679",0.992486779401977
"139774",0.165582297035158
"162960",0.707023279517706
"165265",0.934874005682074
"159336",0.978769859235812
"177517",0.972475694478816
"188936",0.161934807528314
"201024",0.861345100187543
"160974",0.839599155740229
"201313",0.992288699472363
"129951",0.94299026260886
"153600",0.00593199129130436
"209256",0.155765743900579
"118890",0.971135972830269
"214344",0.993320685061099
"206682",0.883438140000218
"195002",0.2695171035212
"165792",0.000186201926191834
"182398",0.201130926789505
"214001",0.861327087190152
"134319",0.160171767430189
"187864",0.98298206910631
"212336",0.167040853311733
"134522",0.99916505589889
"120098",0.981030303433274
"186996",0.985392782399522
"142585",0.122905788070268
"171979",0.979260825124204
"150708",0.882276671549414
"195434",0.979936961887788
"209450",0.947944220650941
"229659",7.84929791115857e-05
"135859",0.996770290258614
"175362",0.983452162919247
"194228",0.996321803394736
"127006",0.991837200425543
"172834",0.324981110910187
"133611",0.71937084015452
"186250",0.221356185339876
"223521",0.973602820131175
"145109",0.994034555441247
"214008",0.00442129631060213
"184532",0.00211469444463055
"173572",0.991807918236524
"115391",0.98874042391874
"149091",0.571521145597256
"134772",0.947388459730009
"130734",0.97406035217409
"225610",0.985152962565026
"117425",0.72866108395184
"195361",0.852397075765107
"157762",0.968923016974633
"157065",0.0985331228484463
"169082",0.99540245153549
"197018",0.99277619160131
"174467",0.640156474831712
"133916",0.000153802859633224
"180773",0.254762989534803
"135620",0.897749714907799
"122346",0.536040336887102
"179394",0.273108181753399
"123956",0.999147643605439
"218155",0.156427453383289
"211791",0.724731144450735
"191337",0.840760926612835
"117137",0.163011747569998
"166946",0.86524649482924
"208480",0.974762038441362
"148575",0.99393921441446
"118090",0.981680757589886
"126286",0.990095547999377
"134208",0.255202451681849
"123982",0.00724804671970974
"175917",0.997933619204058
"185275",0.156290876283759
"170430",0.278050115609457
"181373",0.339728335544666
"165592",0.998596318907236
"181387",0.976107099516587
"160991",0.854538997777655
"227309",0.010671856963581
"172503",0.0776375630552838
"228792",0.000536922737012508
"143645",0.156194085148272
"117850",0.017202367846674
"117390",0.107668394943459
"118201",0.98652511975654
"214912",0.937631080401188
"148093",0.906166734684048
"121953",0.165956279622721
"134793",0.998663368096054
"155865",0.324974720915554
"153326",0.995450197954971
"158799",0.996515326580501
"188277",3.88321379903537e-08
"126429",0.986080845261822
"197238",0.367373152920889
"216626",0.163011747569998
"185939",0.255074122643278
"186830",0.972975050735943
"170670",0.000713273080294302
"120754",0.994688967768656
"222258",0.9985013195089
"160956",0.00483222624575112
"124819",0.029105154464985
"181448",4.08849095498718e-07
"230460",0.991988324282597
"147969",0.995502840572518
"136434",0.993384040925648
"200455",0.978030775382821
"204016",0.939377350355442
"223591",0.91226281564283
"211108",0.991567296029276
"206981",0.811491730064415
"201872",0.929239793383116
"172070",0.98409799960147
"147304",0.00294927612685701
"224970",0.989660957144208
"177161",0.419081906970986
"194348",0.999720228646237
"178981",1.13503373589035e-08
"166766",0.611070616054321
"143984",0.955009065895292
"149873",0.996001435949965
"176940",0.682100214472362
"202293",0.981885379980773
"212943",0.998599384142217
"219881",0.164470584333748
"185491",0.165582297035158
"203378",0.052405753788281
"199499",0.161224866263142
"143351",4.39092222117309e-05
"128238",0.608013759002903
"192248",0.00466403810441568
"229818",0.898033591736035
"162291",0.261043266103565
"148629",0.00625030959297026
"168599",3.18026925469462e-08
"207218",0.0036461349923771
"162788",0.01153049472033
"148799",0.165956279622721
"159880",0.993776320381077
"125675",0.975137834777889
"221966",0.270297153630542
"164047",0.998357757338033
"140052",0.996959220894428
"218570",0.998510656994034
"229200",0.991346183712616
"160199",0.575974928595504
"152853",0.814206615860958
"212549",0.160521239411954
"118027",0.217172923006587
"229412",0.186415157138611
"227878",0.973324705624491
"116462",0.165956279622721
"184336",0.992069634013962
"122682",0.992867915035777
"121676",0.159477454259442
"163453",0.0252325467012556
"193365",0.987185041252813
"172340",0.94694033988726
"206082",0.79613305770017
"206005",0.958572845320281
"143965",0.946540577890036
"207474",0.986399129196229
"115725",0.998479011461483
"192789",0.804812978204409
"194918",0.965497620664197
"226988",0.970439602096016
"171217",0.242302735759517
"134989",0.992843056176583
"162269",0.0249990326789141
"162554",0.98865815874208
"186038",0.00949467060685439
"209557",0.163737854704947
"126787",0.621406676850213
"152008",0.0156404554747193
"115419",0.99847065301789
"195710",0.998519340749377
"200400",0.993319303345472
"192633",0.999131773640701
"185083",0.978816936265546
"175027",0.124840260937222
"151927",0.974876753090855
"161370",0.96749591073009
"208055",0.949474040555917
"167743",0.850102819860802
"122169",0.0129125540099049
"220444",0.992393533485909
"215866",0.770863403393664
"213355",0.997016997880511
"154114",1.96127946121595e-14
"193622",0.997399508399282
"206976",0.162651149236017
"219830",0.163737854704947
"200422",0.0159134650248297
"133875",0.228749334956491
"141182",0.0235475251326644
"133958",0.987475391336326
"193062",0.998511594753535
"139618",0.160521239411954
"181098",0.98428012417907
"115826",0.141577179646374
"151837",0.100411406188245
"153951",0.901365563371518
"159407",5.01607575836189e-05
"188800",0.889011570368302
"197189",2.95040266757825e-06
"176729",0.130964465334886
"116299",0.997974009041306
"180232",0.993280793953444
"193348",0.974879614997636
"217122",0.996533962669688
"199269",0.997183454387877
"147505",0.373825601558194
"161664",0.030606250936439
"218596",0.867281503301796
"136365",0.974900248034585
"158339",0.974475454724947
"226219",0.997533522918323
"189717",0.989737257156187
"229540",0.997069144647031
"174152",0.163011747569998
"152849",0.984553099676606
"187302",0.999156565918006
"185895",0.991235902099113
"123941",0.995587992518294
"193642",0.998634199259971
"205441",0.99797966946384
"169941",0.0186910320712394
"138576",0.158447407976144
"185312",0.897066258740897
"190888",0.935441803659973
"188708",0.922770943614118
"168732",0.993405317454128
"166272",0.997353842176285
"227006",0.151781761474082
"139349",0.0306332035933236
"208658",0.148107771712612
"216122",0.994986068196379
"215243",0.989387402089009
"130251",0.163737854704947
"201899",0.937781025769083
"186639",0.993044455830995
"222885",0.021543505464034
"127166",0.712380674681747
"172244",0.950931776384856
"229139",0.214111224990677
"161150",0.985376759885798
"170603",0.513677495741844
"139509",0.0062639948585889
"118367",0.239112741822088
"120922",0.000491111900671274
"128793",0.0820833108209988
"229311",0.963228517390812
"134230",0.539254628316835
"143128",0.150393480841274
"206371",0.105453792183963
"182947",0.993909228683188
"211341",0.896221114162834
"216701",0.886453323211699
"211280",0.946036599831407
"118800",0.99691638969513
"152896",0.989769696220339
"150576",0.997914746571333
"228549",0.978333765770352
"132091",0.93240366851316
"196640",0.995795032909588
"194809",0.11213036029069
"203804",0.994257898082815
"144222",0.978666968422787
"137920",0.910952187970141
"197333",0.956873603756801
"184966",0.898912207183005
"156206",0.435553493302507
"175499",0.881267204013579
"229010",0.346046270792574
"118675",0.907548668487919
"182569",0.979326827216967
"228200",0.0416388614664461
"211427",0.997507649725967
"197209",0.81650115205489
"195578",0.990534497398716
"162113",0.997477711972752
"181177",0.754818179070585
"133150",0.926949010380687
"184461",0.99145800114113
"168901",0.0295205626287892
"223001",0.16157904225374
"120007",0.205619326191281
"122309",0.0183236425854545
"129947",3.73479555557642e-05
"133967",0.680144760935478
"121058",0.588697034085226
"226623",0.0284821475812318
"217822",0.0325568443215415
"182689",0.039572643397465
"172029",0.00716519612228732
"224952",0.650256746300445
"120704",0.976482966532347
"163860",0.988397746221335
"142422",0.0385793142957081
"118709",0.99800811438426
"153442",0.941943083750054
"198552",0.114385816559111
"223605",0.981643675172276
"142184",0.360291238067003
"141041",0.984323798825783
"137110",0.0212432739393209
"186174",0.163737854704947
"161085",0.00540730221704959
"146680",0.976256735527807
"218373",0.0241699272449174
"204045",0.901030421771247
"132273",0.987357829972055
"222768",0.967557313082283
"217720",0.927161114404661
"169007",0.0292512716237864
"159911",0.0348807446076222
"192082",0.833542999084226
"172479",0.982918796315143
"142261",0.000182649539338808
"200116",0.998032891715514
"220909",0.997929602709677
"119049",0.979576097961407
"153765",0.987230176110463
"212139",0.777596633931359
"222719",0.997004433111848
"195314",0.981236401991717
"132425",0.684620443272788
"173634",0.946568819216224
"205975",0.99364582915041
"135377",0.985994015811935
"174942",0.000792561862379119
"135518",0.942944550545524
"151184",0.994288304277311
"144498",0.983268728552173
"153252",0.0380685365714408
"171690",0.987710649042039
"126577",0.839580609447635
"118049",0.890138059520502
"195455",0.993489623013858
"182889",0.163373978991937
"137511",0.906394644408508
"134162",0.996903115784854
"116603",0.869656766111659
"201470",0.809990344591952
"212061",0.997266459926263
"130680",0.5661460323729
"140334",0.953743939978351
"135235",0.975024025541907
"138145",0.119334876713556
"125190",0.873464986492885
"140754",0.54846461889216
"122634",0.00419739115873
"225912",0.989276169855662
"213683",0.625862061844635
"213719",0.984178680301711
"167821",0.254323920655893
"210477",0.989058415318499
"117158",0.966536315324026
"126723",0.93585745353918
"157615",0.0382346667350002
"151691",0.872351701784892
"123879",0.402233989290321
"225839",0.163011747569998
"220926",0.995389442385521
"119114",0.000980099452909794
"152233",0.964445597217766
"198253",0.131824613416085
"165724",0.158789247101006
"122449",0.986175663569715
"162907",0.992409762249191
"155711",0.948278621327241
"142828",0.997383005926868
"190862",0.957187870109845
"121242",0.00149884589962098
"217574",0.982512026200775
"144486",0.115504113058944
"128980",0.327478446554824
"132794",0.971088918302772
"183683",0.0200678115335864
"159516",0.0182334874913317
"163087",0.960718280853096
"140687",0.994998403524764
"131690",5.67568676162484e-22
"198813",0.826397303331117
"224177",0.844611788602529
"171623",0.999089973555263
"125691",0.432590347457716
"154337",0.458320215121129
"187821",0.00527608263800145
"193274",0.997055245382384
"137849",0.0185981558865057
"224911",0.952046050718205
"126679",0.996546562156395
"212272",0.725191862624188
"153950",0.998094998795331
"148531",0.927994770344955
"144685",0.978412951806105
"181467",0.965240870513958
"185815",0.167694791843309
"116289",0.993074825879733
"204607",0.663337394079223
"147476",0.997087450272693
"122941",0.0310567113747421
"143979",0.850726396023102
"199326",0.998620465389915
"148655",0.164470584333748
"220914",0.770069858639666
"220005",0.999732411978812
"166925",0.96950377753101
"161042",0.951646648417155
"158040",0.998561318956748
"136814",0.0807529939331477
"203275",0.991991377042511
"222111",0.13739829673312
"206674",0.623751013816092
"227509",0.998655657280597
"149730",0.985424177548325
"186920",0.158789247101006
"211380",0.672566976919284
"147869",1.38321706800047e-05
"168986",0.980556947777979
"190755",0.985034282011881
"209054",0.0830625899133717
"176486",0.153181967632214
"157074",0.855917362837548
"208487",0.164103386015327
"127418",0.719419560613036
"223654",0.0276989392901464
"208989",0.536523882652682
"162933",0.997897691512068
"185611",0.999143243993266
"154657",0.127472932266542
"198178",0.524535958187688
"121738",0.996947055972283
"165897",0.016290078798151
"216465",0.996651018719132
"221513",0.93090532187621
"220036",0.984375986596245
"160802",0.992188340541977
"119379",0.991382198593756
"194226",0.154220328938366
"190365",0.943501102854086
"135886",0.202776230357652
"217551",0.993810779824957
"140773",0.996765388918737
"146728",0.37035500033843
"170483",0.998538061770804
"158192",0.163373978991937
"171702",0.0170324784153219
"141130",0.158107065173355
"151303",0.0895050018477511
"118033",0.997892208975042
"158595",0.70799646079078
"124599",0.164470584333748
"153606",0.995980702345854
"227265",0.160521239411954
"145168",0.0325461011492529
"135364",0.0832573385298287
"173013",0.162651149236017
"220313",0.968553646128764
"130559",0.338025894635393
"185624",0.990644073494723
"143350",0.978239496185504
"151767",0.0681288018426985
"119440",0.955077863385349
"179313",0.982893527591452
"230509",0.0320834696665297
"144461",0.14687385375624
"150030",0.988537188795793
"152036",0.982994420954736
"229817",0.10343161430895
"191816",2.99088818069973e-10
"199110",0.165956279622721
"176353",3.58586785755018e-05
"154728",0.978350893673589
"212174",0.989129631280943
"195991",0.000418290854005723
"123724",0.989833969160099
"175676",0.958097754705546
"180306",0.909944638562052
"229274",0.000805771872488485
"225661",0.981949293901926
"145898",0.993632168210925
"193691",0.385555829040188
"118950",0.987343968480334
"229480",0.991510693614763
"135842",0.595784041196476
"133948",0.256606516484611
"154499",0.94610741950162
"151595",0.934974049318913
"145907",0.98774698706769
"115693",1.43096366164962e-05
"221618",0.111563663397308
"190674",0.00465746888809882
"127743",0.333885819298793
"136915",0.715738524192148
"125011",0.000972804415754802
"191241",0.969025887843905
"203199",0.977019894946044
"125857",0.200746644831076
"137767",0.712775078729569
"140194",0.16229217288888
"148139",0.224552037049508
"148373",0.940682473436903
"216084",0.506620399283006
"212535",2.87650812706208e-07
"117005",0.990430336408869
"183576",0.940954856688846
"166246",0.992708217966082
"209607",0.161934807528314
"211857",0.000630065827330885
"172839",0.0319072308831311
"181423",0.00473940610015664
"203403",0.0298334295364886
"159718",0.986199625691111
"165543",0.429006069070402
